
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2018 13:31:32
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 11
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #144_Noff_trigate_W15_S50_3qt5
MetaData, TestRecord.LinkKey, 649450d6-b35b-4f15-b8ce-0dd7249da7ec
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -8
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.2E-14, -1.3E-08, 1E-10, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6E-13, 4.2E-07, 1.9E-09, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -8, 500000, 4.17163E-14, 7.20002E-09, 1.3285445859872614E-10, 0
DataValue, -7.985, 500000, 4.61346E-14, 2.05188E-08, 1.4692547770700636E-10, -1.3114684514330931E-06
DataValue, -7.97, 500000, 4.17882E-14, 1.51272E-08, 1.3308343949044585E-10, -2.6240102507962003E-06
DataValue, -7.955, 500000, 3.94873E-14, 1.89683E-08, 1.2575573248407641E-10, -3.8373188694267465E-06
DataValue, -7.94, 500000, 3.60266E-14, 1.43487E-08, 1.1473439490445858E-10, -4.9646163415604806E-06
DataValue, -7.925, 500000, 3.83942E-14, 2.26471E-08, 1.2227452229299365E-10, -6.07559564092358E-06
DataValue, -7.91, 500000, 4.22541E-14, 7.91373E-09, 1.3456719745222929E-10, -7.2795412022292873E-06
DataValue, -7.8950000000000005, 500000, 3.78513E-14, 3.91287E-09, 1.2054554140127386E-10, -8.4753821656050574E-06
DataValue, -7.88, 500000, 4.0257E-14, 1.24295E-08, 1.2820700636942675E-10, -9.6414097332802614E-06
DataValue, -7.865, 500000, 3.81941E-14, 8.34247E-09, 1.2163726114649681E-10, -1.0812554737261128E-05
DataValue, -7.8500000000000005, 500000, 3.6954099999999997E-14, 6.89557E-09, 1.1768821656050954E-10, -1.1934392914012696E-05
DataValue, -7.835, 500000, 3.70184E-14, 1.0471600000000001E-08, 1.1789299363057326E-10, -1.3038679836783437E-05
DataValue, -7.82, 500000, 3.6499399999999997E-14, 8.94324E-09, 1.1624012738853501E-10, -1.4136178841560483E-05
DataValue, -7.8050000000000006, 500000, 3.77723E-14, 1.50591E-08, 1.20293949044586E-10, -1.5244932324840716E-05
DataValue, -7.79, 500000, 3.75995E-14, 7.8673E-09, 1.197436305732484E-10, -1.6370108479299356E-05
DataValue, -7.775, 500000, 3.64432E-14, 1.1407000000000001E-08, 1.1606114649681527E-10, -1.7475443371815256E-05
DataValue, -7.76, 500000, 3.57128E-14, 6.00886E-10, 1.1373503184713377E-10, -1.8552612957802558E-05
DataValue, -7.745, 500000, 3.73193E-14, 8.9444300000000009E-10, 1.1885127388535029E-10, -1.9642861265923556E-05
DataValue, -7.73, 500000, 3.56984E-14, -5.87595E-09, 1.1368917197452228E-10, -2.0732894605891683E-05
DataValue, -7.715, 500000, 3.95514E-14, -2.0454900000000002E-10, 1.2595987261146496E-10, -2.1856249502388543E-05
DataValue, -7.7, 500000, 3.7793E-14, -1.21286E-09, 1.2035987261146495E-10, -2.3010873308121E-05
DataValue, -7.6850000000000005, 500000, 3.50696E-14, 7.02E-09, 1.1168662420382165E-10, -2.4098591261942634E-05
DataValue, -7.67, 500000, 3.65155E-14, -1.28878E-09, 1.1629140127388536E-10, -2.5167238256369422E-05
DataValue, -7.655, 500000, 3.84052E-14, -5.52586E-09, 1.2230955414012737E-10, -2.6285680234872584E-05
DataValue, -7.6400000000000006, 500000, 3.66009E-14, 9.95623E-09, 1.1656337579617832E-10, -2.740539709394899E-05
DataValue, -7.625, 500000, 3.6307699999999996E-14, 1.81118E-09, 1.1562961783439489E-10, -2.8493801751592345E-05
DataValue, -7.61, 500000, 3.87999E-14, 3.53272E-09, 1.2356656050955414E-10, -2.9615033837579582E-05
DataValue, -7.595, 500000, 3.50112E-14, 1.61608E-09, 1.1150063694267515E-10, -3.0716911325636945E-05
DataValue, -7.58, 500000, 3.94705E-14, 4.70304E-09, 1.2570222929936305E-10, -3.1828799761146483E-05
DataValue, -7.565, 500000, 3.60092E-14, -2.47944E-09, 1.1467898089171974E-10, -3.2955586683917158E-05
DataValue, -7.55, 500000, 3.76159E-14, 2.10796E-08, 1.1979585987261148E-10, -3.4054687499999993E-05
DataValue, -7.535, 500000, 3.4669699999999996E-14, 1.71636E-09, 1.1041305732484074E-10, -3.5133791799363032E-05
DataValue, -7.5200000000000005, 500000, 3.62963E-14, 6.44043E-09, 1.1559331210191082E-10, -3.6193196656050904E-05
DataValue, -7.505, 500000, 3.8193799999999997E-14, 7.19012E-09, 1.2163630573248406E-10, -3.7305210489649673E-05
DataValue, -7.49, 500000, 3.81945E-14, 9.83257E-09, 1.2163853503184715E-10, -3.8445561305732453E-05
DataValue, -7.4750000000000005, 500000, 3.7751299999999996E-14, 8.02582E-09, 1.2022707006369426E-10, -3.9579306329617781E-05
DataValue, -7.46, 500000, 3.4946E-14, 1.73518E-08, 1.1129299363057325E-10, -4.0664556628184696E-05
DataValue, -7.445, 500000, 3.25088E-14, 8.87473E-09, 1.0353121019108278E-10, -4.1671545083598688E-05
DataValue, -7.43, 500000, 3.2098599999999997E-14, -1.1031700000000001E-08, 1.022248407643312E-10, -4.2636026572452222E-05
DataValue, -7.415, 500000, 3.60232E-14, 2.32853E-09, 1.1472356687898088E-10, -4.3652972233280233E-05
DataValue, -7.4, 500000, 3.33989E-14, 3.20993E-09, 1.0636592356687897E-10, -4.468932921974518E-05
DataValue, -7.385, 500000, 3.69416E-14, 7.09428E-09, 1.1764840764331211E-10, -4.5739396397292984E-05
DataValue, -7.37, 500000, 3.74209E-14, 2.6822599999999998E-09, 1.1917484076433121E-10, -4.684950537420378E-05
DataValue, -7.355, 500000, 3.49804E-14, 4.57648E-09, 1.1140254777070061E-10, -4.7930336882961723E-05
DataValue, -7.34, 500000, 3.51817E-14, 8.80501E-10, 1.1204363057324839E-10, -4.8977740843949022E-05
DataValue, -7.325, 500000, 3.37851E-14, 4.73871E-09, 1.0759585987261146E-10, -5.0007300955413975E-05
DataValue, -7.3100000000000005, 500000, 3.69485E-14, 9.45856E-09, 1.1767038216560509E-10, -5.1063236464968085E-05
DataValue, -7.295, 500000, 3.76954E-14, 1.15228E-08, 1.2004904458598726E-10, -5.2177546277866223E-05
DataValue, -7.28, 500000, 3.80539E-14, 4.72689E-09, 1.211907643312102E-10, -5.3308357882165558E-05
DataValue, -7.2650000000000006, 500000, 3.37732E-14, 7.34144E-09, 1.0755796178343949E-10, -5.4380617535827959E-05
DataValue, -7.25, 500000, 3.89688E-14, 1.94665E-08, 1.2410445859872611E-10, -5.5466535131369407E-05
DataValue, -7.235, 500000, 3.50059E-14, 5.31153E-09, 1.1148375796178343E-10, -5.6570854896496769E-05
DataValue, -7.22, 500000, 3.44755E-14, 8.57134E-09, 1.0979458598726114E-10, -5.7608097133757954E-05
DataValue, -7.205, 500000, 3.85209E-14, 1.14936E-09, 1.22678025477707E-10, -5.8697812499999963E-05
DataValue, -7.19, 500000, 3.48045E-14, 8.84859E-09, 1.1084235668789807E-10, -5.9792439291401215E-05
DataValue, -7.175, 500000, 3.63674E-14, 1.2043E-08, 1.1581974522292994E-10, -6.0854917894108266E-05
DataValue, -7.16, 500000, 3.61937E-14, 1.45387E-09, 1.1526656050955413E-10, -6.1938134952229258E-05
DataValue, -7.1450000000000005, 500000, 3.8147499999999996E-14, 2.24491E-08, 1.2148885350318468E-10, -6.3047925955413955E-05
DataValue, -7.13, 500000, 3.63408E-14, 7.33437E-09, 1.1573503184713375E-10, -6.4159912917993608E-05
DataValue, -7.115, 500000, 3.69426E-14, 1.09487E-08, 1.1765159235668787E-10, -6.5253912718949E-05
DataValue, -7.1000000000000005, 500000, 3.47081E-14, 3.44476E-09, 1.1053535031847133E-10, -6.6323539012738775E-05
DataValue, -7.085, 500000, 3.79468E-14, 5.87953E-09, 1.2084968152866242E-10, -6.7408156349522253E-05
DataValue, -7.07, 500000, 3.73152E-14, 8.80189E-09, 1.1883821656050956E-10, -6.8531693371815243E-05
DataValue, -7.055, 500000, 3.60425E-14, 3.34174E-09, 1.1478503184713375E-10, -6.96268023487261E-05
DataValue, -7.04, 500000, 3.67822E-14, 2.56484E-09, 1.171407643312102E-10, -7.0713954518312059E-05
DataValue, -7.025, 500000, 3.46661E-14, 1.1511300000000001E-08, 1.104015923566879E-10, -7.1780559315286557E-05
DataValue, -7.01, 500000, 3.91035E-14, 3.96896E-09, 1.2453343949044584E-10, -7.2881817277070044E-05
DataValue, -6.995, 500000, 3.77686E-14, 1.98592E-09, 1.2028216560509554E-10, -7.4029390425955365E-05
DataValue, -6.98, 500000, 3.34909E-14, -7.22088E-09, 1.0665891719745222E-10, -7.5093176751592293E-05
DataValue, -6.965, 500000, 3.9107E-14, -5.90532E-09, 1.2454458598726112E-10, -7.6176943172770662E-05
DataValue, -6.95, 500000, 4.04505E-14, 3.86581E-09, 1.2882324840764331E-10, -7.7364604896496756E-05
DataValue, -6.9350000000000005, 500000, 4.05028E-14, 9.68698E-09, 1.2898980891719744E-10, -7.85731036027069E-05
DataValue, -6.92, 500000, 3.76723E-14, -3.1397E-09, 1.1997547770700634E-10, -7.9740128383757908E-05
DataValue, -6.905, 500000, 3.72057E-14, 1.88815E-09, 1.1848949044585986E-10, -8.0857932921974456E-05
DataValue, -6.8900000000000006, 500000, 3.48708E-14, -2.67497E-09, 1.1105350318471338E-10, -8.193391570461774E-05
DataValue, -6.875, 500000, 3.99138E-14, 6.50977E-09, 1.271140127388535E-10, -8.30503259355095E-05
DataValue, -6.86, 500000, 3.62346E-14, -1.0466800000000001E-08, 1.153968152866242E-10, -8.41870954418789E-05
DataValue, -6.845, 500000, 3.74493E-14, 1.3391100000000001E-08, 1.192652866242038E-10, -8.5287074044585945E-05
DataValue, -6.83, 500000, 3.88125E-14, 3.69163E-09, 1.2360668789808915E-10, -8.6425536425159162E-05
DataValue, -6.815, 500000, 3.7603099999999996E-14, -1.56995E-09, 1.1975509554140124E-10, -8.7566294785031747E-05
DataValue, -6.8, 500000, 3.67489E-14, -3.15699E-09, 1.1703471337579615E-10, -8.8676247014331152E-05
DataValue, -6.785, 500000, 3.79568E-14, -3.16036E-09, 1.2088152866242038E-10, -8.9791479398885276E-05
DataValue, -6.7700000000000005, 500000, 3.80806E-14, -1.27567E-08, 1.2127579617834396E-10, -9.0926591859076333E-05
DataValue, -6.755, 500000, 3.58919E-14, 7.67337E-09, 1.1430541401273885E-10, -9.203087878184708E-05
DataValue, -6.74, 500000, 4.12724E-14, 2.77074E-09, 1.3144076433121019E-10, -9.3182813992834321E-05
DataValue, -6.7250000000000005, 500000, 3.82698E-14, 7.54754E-09, 1.2187834394904459E-10, -9.4370247312897977E-05
DataValue, -6.71, 500000, 4.24509E-14, 1.05954E-08, 1.35193949044586E-10, -9.5575273686305666E-05
DataValue, -6.695, 500000, 3.79264E-14, 9.7221800000000017E-10, 1.2078471337579616E-10, -9.6775173666401187E-05
DataValue, -6.68, 500000, 3.64014E-14, -2.20238E-09, 1.1592802547770703E-10, -9.7884764629777016E-05
DataValue, -6.665, 500000, 3.56061E-14, 3.28334E-09, 1.1339522292993632E-10, -9.8959717356687831E-05
DataValue, -6.65, 500000, 3.75431E-14, 9.63571E-09, 1.1956401273885351E-10, -0.00010005171377388526
DataValue, -6.635, 500000, 3.92551E-14, 3.07448E-09, 1.2501624203821656E-10, -0.00010119818371815282
DataValue, -6.62, 500000, 3.60559E-14, 5.96427E-09, 1.1482770700636943E-10, -0.0001023224522292993
DataValue, -6.605, 500000, 4.1252199999999996E-14, -1.28223E-09, 1.313764331210191E-10, -0.00010347653413614642
DataValue, -6.59, 500000, 3.99128E-14, 3.3309E-09, 1.2711082802547771E-10, -0.00010468819317277064
DataValue, -6.575, 500000, 3.8471E-14, 3.47404E-09, 1.2251910828025477E-10, -0.00010585833349920375
DataValue, -6.5600000000000005, 500000, 4.12167E-14, 6.9233E-09, 1.3126337579617836E-10, -0.00010704793889331201
DataValue, -6.545, 500000, 3.78647E-14, 6.31685E-09, 1.2058821656050955E-10, -0.00010822849323248404
DataValue, -6.53, 500000, 3.99469E-14, 1.16952E-08, 1.2721942675159235E-10, -0.00010939009156050948
DataValue, -6.5150000000000006, 500000, 3.93608E-14, -3.1643E-09, 1.2535286624203822E-10, -0.00011057402418391711
DataValue, -6.5, 500000, 3.62437E-14, -5.92651E-10, 1.1542579617834394E-10, -0.00011170267416401271
DataValue, -6.485, 500000, 3.53979E-14, 4.93295E-09, 1.1273216560509553E-10, -0.00011277216460987255
