
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2018 13:36:59
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 14
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #144_Noff_trigate_W30_S50_3qt4
MetaData, TestRecord.LinkKey, 50040f78-d42b-438b-a8c7-3644f6438ce2
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -8
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.1E-14, -1.7E-08, 1E-10, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 5.8E-13, 5.4E-07, 1.9E-09, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -8, 500000, 4.42382E-14, 2.12645E-09, 1.4088598726114649E-10, 0
DataValue, -7.985, 500000, 3.7922E-14, 7.80679E-09, 1.2077070063694267E-10, -1.2265157245222667E-06
DataValue, -7.97, 500000, 3.89205E-14, 5.24102E-09, 1.2395063694267514E-10, -2.3736469944267683E-06
DataValue, -7.955, 500000, 4.18441E-14, 1.17494E-08, 1.3326146496815287E-10, -3.579328722133749E-06
DataValue, -7.94, 500000, 3.66907E-14, -7.70651E-09, 1.1684936305732485E-10, -4.7517232285031509E-06
DataValue, -7.925, 500000, 3.8737E-14, 4.94352E-09, 1.2336624203821654E-10, -5.8777338773885446E-06
DataValue, -7.91, 500000, 3.77364E-14, 9.85661E-11, 1.2017961783439489E-10, -7.0193550955413857E-06
DataValue, -7.8950000000000005, 500000, 3.73264E-14, 3.8746E-09, 1.1887388535031847E-10, -8.1399183917197062E-06
DataValue, -7.88, 500000, 3.6452E-14, -2.08331E-09, 1.1608917197452228E-10, -9.2413077229299386E-06
DataValue, -7.865, 500000, 3.48295E-14, 7.83525E-09, 1.1092197452229297E-10, -1.0305422472133737E-05
DataValue, -7.8500000000000005, 500000, 3.3937E-14, 5.21512E-09, 1.0807961783439492E-10, -1.1331992436305688E-05
DataValue, -7.835, 500000, 3.72254E-14, 4.59013E-09, 1.1855222929936306E-10, -1.2394329219745219E-05
DataValue, -7.82, 500000, 3.69712E-14, 1.6030400000000001E-10, 1.1774267515923568E-10, -1.3501961584394878E-05
DataValue, -7.8050000000000006, 500000, 3.63578E-14, 2.61347E-10, 1.1578917197452228E-10, -1.4596642117834346E-05
DataValue, -7.79, 500000, 3.44336E-14, -5.9122E-09, 1.0966114649681529E-10, -1.5653440485668781E-05
DataValue, -7.775, 500000, 3.84066E-14, -4.3974100000000003E-10, 1.223140127388535E-10, -1.6740824044585951E-05
DataValue, -7.76, 500000, 3.73098E-14, -1.00526E-08, 1.1882101910828025E-10, -1.7871144506369438E-05
DataValue, -7.745, 500000, 3.62012E-14, 5.60624E-09, 1.152904458598726E-10, -1.8968541998407627E-05
DataValue, -7.73, 500000, 3.45293E-14, -2.93231E-09, 1.0996592356687897E-10, -2.0024431230095503E-05
DataValue, -7.715, 500000, 3.42644E-14, -1.6997100000000002E-10, 1.0912229299363057E-10, -2.1051407245222929E-05
DataValue, -7.7, 500000, 3.65528E-14, -3.45446E-09, 1.1641019108280255E-10, -2.2108590764331188E-05
DataValue, -7.6850000000000005, 500000, 3.47843E-14, 4.45781E-09, 1.1077802547770701E-10, -2.3173535529458557E-05
DataValue, -7.67, 500000, 3.74493E-14, -8.84107E-09, 1.192652866242038E-10, -2.42518635549363E-05
DataValue, -7.655, 500000, 3.53384E-14, -4.067E-09, 1.1254267515923567E-10, -2.5338463375796155E-05
DataValue, -7.6400000000000006, 500000, 3.9500099999999997E-14, -2.668E-09, 1.2579649681528662E-10, -2.6455678244426703E-05
DataValue, -7.625, 500000, 3.92665E-14, -1.2766E-09, 1.2505254777070062E-10, -2.7631533140923563E-05
DataValue, -7.61, 500000, 3.68904E-14, 5.00829E-09, 1.1748535031847135E-10, -2.8768429538216532E-05
DataValue, -7.595, 500000, 3.65346E-14, -5.93458E-10, 1.1635222929936305E-10, -2.9864543192675173E-05
DataValue, -7.58, 500000, 3.61491E-14, 4.33803E-11, 1.1512452229299361E-10, -3.0949590465764321E-05
DataValue, -7.565, 500000, 3.45368E-14, 1.43857E-09, 1.0998980891719744E-10, -3.2004813893312067E-05
DataValue, -7.55, 500000, 3.6406299999999997E-14, -7.32824E-09, 1.1594363057324838E-10, -3.3063876890923574E-05
DataValue, -7.535, 500000, 3.57308E-14, -3.0747E-09, 1.1379235668789809E-10, -3.4140764331210182E-05
DataValue, -7.5200000000000005, 500000, 3.6936E-14, 9.75662E-09, 1.1763057324840764E-10, -3.5225559315286593E-05
DataValue, -7.505, 500000, 3.63503E-14, -4.10953E-09, 1.157652866242038E-10, -3.63196024084395E-05
DataValue, -7.49, 500000, 3.21778E-14, 1.02779E-09, 1.0247707006369426E-10, -3.7342613455414E-05
DataValue, -7.4750000000000005, 500000, 3.7193299999999996E-14, 2.86171E-09, 1.1845E-10, -3.8378209096337546E-05
DataValue, -7.46, 500000, 3.87917E-14, -2.72561E-09, 1.2354044585987261E-10, -3.9512539311305742E-05
DataValue, -7.445, 500000, 3.52548E-14, -8.99393E-09, 1.1227643312101911E-10, -4.0617930931528649E-05
DataValue, -7.43, 500000, 3.43642E-14, -5.11731E-09, 1.0944012738853502E-10, -4.1657227308917224E-05
DataValue, -7.415, 500000, 3.52893E-14, 1.17822E-09, 1.1238630573248406E-10, -4.2697038714171979E-05
DataValue, -7.4, 500000, 3.18746E-14, 2.37962E-09, 1.0151146496815285E-10, -4.36996845143312E-05
DataValue, -7.385, 500000, 3.28092E-14, -2.43092E-09, 1.0448789808917198E-10, -4.4665306528662445E-05
DataValue, -7.37, 500000, 3.56109E-14, -2.12072E-09, 1.1341050955414012E-10, -4.5686705314490449E-05
DataValue, -7.355, 500000, 3.35396E-14, 8.75271E-09, 1.0681401273885349E-10, -4.6719007762738834E-05
DataValue, -7.34, 500000, 3.19359E-14, -4.5544E-09, 1.0170668789808917E-10, -4.7696448546974539E-05
DataValue, -7.325, 500000, 3.58808E-14, -9.23407E-09, 1.1427006369426751E-10, -4.8708839570063687E-05
DataValue, -7.3100000000000005, 500000, 3.67173E-14, -3.19664E-09, 1.16934076433121E-10, -4.97926089769108E-05
DataValue, -7.295, 500000, 3.46837E-14, 6.54423E-09, 1.104576433121019E-10, -5.0858507663216572E-05
DataValue, -7.28, 500000, 3.77847E-14, -8.14665E-09, 1.2033343949044584E-10, -5.1940340863853494E-05
DataValue, -7.2650000000000006, 500000, 3.56265E-14, 8.30988E-09, 1.1346019108280255E-10, -5.3036248507165568E-05
DataValue, -7.25, 500000, 3.78013E-14, 5.72099E-09, 1.2038630573248406E-10, -5.413240396098727E-05
DataValue, -7.235, 500000, 3.59497E-14, 1.06733E-08, 1.1448949044585985E-10, -5.523338425557324E-05
DataValue, -7.22, 500000, 3.45683E-14, 1.16034E-09, 1.1009012738853504E-10, -5.6286101214172E-05
DataValue, -7.205, 500000, 3.60298E-14, 3.40138E-09, 1.1474458598726113E-10, -5.7340013933121018E-05
DataValue, -7.19, 500000, 3.41156E-14, 1.06585E-08, 1.0864840764331209E-10, -5.83871685907643E-05
DataValue, -7.175, 500000, 3.79784E-14, 5.79997E-09, 1.2095031847133756E-10, -5.9463412619426768E-05
DataValue, -7.16, 500000, 3.41891E-14, 1.99583E-09, 1.0888248407643312E-10, -6.0540753881369413E-05
DataValue, -7.1450000000000005, 500000, 3.74453E-14, -5.9599300000000005E-10, 1.1925254777070062E-10, -6.1610136843152832E-05
DataValue, -7.13, 500000, 3.5952899999999996E-14, -4.72639E-10, 1.144996815286624E-10, -6.2705850417993638E-05
DataValue, -7.115, 500000, 3.51181E-14, -4.70334E-10, 1.1184108280254777E-10, -6.3766822750796161E-05
DataValue, -7.1000000000000005, 500000, 3.79576E-14, -3.7887900000000003E-10, 1.20884076433121E-10, -6.4857721934713351E-05
DataValue, -7.085, 500000, 3.30457E-14, -1.65772E-08, 1.0524108280254776E-10, -6.5917683618630575E-05
DataValue, -7.07, 500000, 3.49175E-14, 5.86807E-09, 1.1120222929936306E-10, -6.6932261644108264E-05
DataValue, -7.055, 500000, 3.8001E-14, -3.61744E-09, 1.2102229299363057E-10, -6.8020814092356708E-05
DataValue, -7.04, 500000, 3.31226E-14, 1.0085E-08, 1.0548598726114648E-10, -6.908257165605096E-05
DataValue, -7.025, 500000, 3.6166999999999996E-14, -3.75141E-09, 1.1518152866242036E-10, -7.011695063694265E-05
DataValue, -7.01, 500000, 3.62856E-14, -9.15572E-09, 1.1555923566878981E-10, -7.1198547969745241E-05
DataValue, -6.995, 500000, 3.7565E-14, -2.32482E-09, 1.1963375796178344E-10, -7.230101512738853E-05
DataValue, -6.98, 500000, 3.31742E-14, -9.02797E-09, 1.0565031847133756E-10, -7.3357034235668753E-05
DataValue, -6.965, 500000, 3.50093E-14, -5.15881E-09, 1.1149458598726115E-10, -7.4374900975318484E-05
DataValue, -6.95, 500000, 3.28599E-14, -2.11318E-09, 1.0464936305732483E-10, -7.5388075736464955E-05
DataValue, -6.9350000000000005, 500000, 3.59019E-14, -1.96258E-09, 1.1433726114649682E-10, -7.6414575537420352E-05
DataValue, -6.92, 500000, 3.51942E-14, 4.8311E-10, 1.1208343949044586E-10, -7.7475922571656073E-05
DataValue, -6.905, 500000, 3.82083E-14, -8.30677E-09, 1.2168248407643312E-10, -7.8571700338375783E-05
DataValue, -6.8900000000000006, 500000, 3.39447E-14, 1.00232E-08, 1.0810414012738852E-10, -7.9648825139331191E-05
DataValue, -6.875, 500000, 4.08237E-14, 3.88462E-09, 1.3001178343949044E-10, -8.0764993531050983E-05
DataValue, -6.86, 500000, 3.9249E-14, 4.04802E-09, 1.2499681528662419E-10, -8.1960346337579622E-05
DataValue, -6.845, 500000, 3.54164E-14, 3.54215E-09, 1.1279108280254777E-10, -8.3074977109872666E-05
DataValue, -6.83, 500000, 3.33031E-14, -4.2562300000000005E-10, 1.060608280254777E-10, -8.4100845441879E-05
DataValue, -6.815, 500000, 3.60113E-14, 5.07033E-09, 1.1468566878980892E-10, -8.5135594645700631E-05
DataValue, -6.8, 500000, 3.85191E-14, -5.16857E-09, 1.2267229299363058E-10, -8.6248210091560541E-05
DataValue, -6.785, 500000, 3.31153E-14, 6.64786E-09, 1.0546273885350319E-10, -8.731759305334396E-05
DataValue, -6.7700000000000005, 500000, 3.88698E-14, 4.98288E-09, 1.2378917197452228E-10, -8.8392211385350308E-05
DataValue, -6.755, 500000, 3.51164E-14, -6.58958E-09, 1.1183566878980891E-10, -8.9496702826433145E-05
DataValue, -6.74, 500000, 3.49465E-14, -3.5891E-09, 1.1129458598726114E-10, -9.0542625895700639E-05
DataValue, -6.7250000000000005, 500000, 3.9216599999999996E-14, 1.26661E-09, 1.248936305732484E-10, -9.1649758160828E-05
DataValue, -6.71, 500000, 3.59902E-14, -2.47938E-09, 1.1461847133757961E-10, -9.2772471138535044E-05
DataValue, -6.695, 500000, 3.70871E-14, 7.43163E-09, 1.1811178343949046E-10, -9.3863394207802542E-05
DataValue, -6.68, 500000, 3.98058E-14, 4.92064E-09, 1.2677006369426751E-10, -9.5011277866242062E-05
DataValue, -6.665, 500000, 3.4167499999999997E-14, -7.42141E-09, 1.0881369426751592E-10, -9.6115576731687917E-05
DataValue, -6.65, 500000, 3.7646599999999996E-14, -4.33168E-09, 1.1989363057324839E-10, -9.7187642316878969E-05
DataValue, -6.635, 500000, 3.28891E-14, 1.18142E-08, 1.0474235668789808E-10, -9.8240623507165638E-05
DataValue, -6.62, 500000, 3.75377E-14, -9.37774E-09, 1.195468152866242E-10, -9.929197900079617E-05
DataValue, -6.605, 500000, 3.9144599999999996E-14, 1.4777100000000001E-08, 1.2466433121019108E-10, -0.00010043671874999997
DataValue, -6.59, 500000, 4.00909E-14, 6.80729E-09, 1.27678025477707E-10, -0.00010161957354697454
DataValue, -6.575, 500000, 3.77022E-14, -9.0603199999999992E-09, 1.2007070063694266E-10, -0.00010278089570063693
DataValue, -6.5600000000000005, 500000, 3.8625299999999996E-14, -9.7384E-09, 1.2301050955414011E-10, -0.0001039203388734076
DataValue, -6.545, 500000, 3.90782E-14, 3.79022E-09, 1.244528662420382E-10, -0.00010508032344745223
DataValue, -6.53, 500000, 3.31297E-14, -1.0061E-08, 1.0550859872611464E-10, -0.00010615826781449042
DataValue, -6.5150000000000006, 500000, 3.73026E-14, 9.25889E-09, 1.1879808917197452E-10, -0.00010720970541401268
DataValue, -6.5, 500000, 3.6603E-14, -4.96454E-09, 1.1657006369426753E-10, -0.00010831299363057324
DataValue, -6.485, 500000, 3.46848E-14, -1.1992400000000001E-08, 1.1046114649681528E-10, -0.00010937720242834391
