
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/01/2019 08:58:09
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #188_Diode_bridge_capacitance_diode_W200_S100_L15_R6
MetaData, TestRecord.LinkKey, 509a9676-e17f-4334-82fd-85748f1f7b86
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -10
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, -0.12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 6.8E-12, 7.7E-07, 8.7E-08, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 9.4E-11, 3.9E-05, 1.2E-06, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.55668016194331982
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.32339449541284404
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.55668016194331982
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.32339449541284404
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.55668016194331982
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.32339449541284404
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.55668016194331982
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.32339449541284404
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.55668016194331982
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.32339449541284404
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 401, 401, 401, 401, 401, 401
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -10, 1000000, 6.93339E-12, 8.36665E-07, 8.8323439490445861E-08, 0
DataValue, -9.975, 1000000, 6.9222200000000008E-12, 8.25447E-07, 8.8181146496815291E-08, -0.0013789420780254971
DataValue, -9.9500000000000011, 1000000, 6.9143300000000005E-12, 8.17377E-07, 8.8080636942675166E-08, -0.0027559872611464383
DataValue, -9.925, 1000000, 6.90919E-12, 8.12746E-07, 8.8015159235668778E-08, -0.0041317356687897693
DataValue, -9.9, 1000000, 6.9046300000000006E-12, 8.06118E-07, 8.7957070063694271E-08, -0.0055065187101910633
DataValue, -9.875, 1000000, 6.90151E-12, 8.01397E-07, 8.7917324840764337E-08, -0.0068805374203821656
DataValue, -9.85, 1000000, 6.8983400000000007E-12, 8.00128E-07, 8.787694267515923E-08, -0.0082539301353503382
DataValue, -9.8250000000000011, 1000000, 6.89604E-12, 7.98512E-07, 8.7847643312101911E-08, -0.0096267784633757379
DataValue, -9.8, 1000000, 6.8937700000000008E-12, 7.96563E-07, 8.78187261146497E-08, -0.010999171974522253
DataValue, -9.775, 1000000, 6.89241E-12, 7.93303E-07, 8.7801401273885356E-08, -0.012371204219745205
DataValue, -9.75, 1000000, 6.89004E-12, 7.91968E-07, 8.77712101910828E-08, -0.013742865246815287
DataValue, -9.725, 1000000, 6.8888900000000005E-12, 7.90031E-07, 8.7756560509554151E-08, -0.015114175955414033
DataValue, -9.7000000000000011, 1000000, 6.8874000000000007E-12, 7.9006099999999994E-07, 8.77375796178344E-08, -0.016485223925159175
DataValue, -9.675, 1000000, 6.88627E-12, 7.83802E-07, 8.77231847133758E-08, -0.017856011146496778
DataValue, -9.65, 1000000, 6.88572E-12, 7.86216E-07, 8.7716178343949057E-08, -0.019226631170382147
DataValue, -9.625, 1000000, 6.88448E-12, 7.84696E-07, 8.77003821656051E-08, -0.020597073049363059
DataValue, -9.6, 1000000, 6.8839700000000006E-12, 7.8144199999999994E-07, 8.7693885350318478E-08, -0.021967340764331232
DataValue, -9.5750000000000011, 1000000, 6.88305E-12, 7.8200199999999994E-07, 8.7682165605095555E-08, -0.023337466162420328
DataValue, -9.55, 1000000, 6.88196E-12, 7.84517E-07, 8.7668280254777066E-08, -0.0247073915207006
DataValue, -9.525, 1000000, 6.8819900000000006E-12, 7.83087E-07, 8.7668662420382181E-08, -0.0260772113853503
DataValue, -9.5, 1000000, 6.8814600000000009E-12, 7.8260399999999993E-07, 8.7661910828025474E-08, -0.027446981488853505
DataValue, -9.475, 1000000, 6.8814500000000007E-12, 7.8281899999999994E-07, 8.7661783439490458E-08, -0.028816697850318495
DataValue, -9.4500000000000011, 1000000, 6.88058E-12, 7.80846E-07, 8.7650700636942669E-08, -0.030186326632165552
DataValue, -9.425, 1000000, 6.8804100000000006E-12, 7.79016E-07, 8.7648535031847142E-08, -0.031555851910827992
DataValue, -9.4, 1000000, 6.8805700000000008E-12, 7.77699E-07, 8.765057324840764E-08, -0.032925376194267504
DataValue, -9.375, 1000000, 6.8800000000000006E-12, 7.77419E-07, 8.7643312101910841E-08, -0.03429485967356688
DataValue, -9.35, 1000000, 6.87943E-12, 7.79541E-07, 8.7636050955414E-08, -0.035664229697452254
DataValue, -9.3250000000000011, 1000000, 6.87916E-12, 7.77228E-07, 8.7632611464968155E-08, -0.03703351612261141
DataValue, -9.3, 1000000, 6.8797200000000005E-12, 7.78074E-07, 8.7639745222929937E-08, -0.038402831409235637
DataValue, -9.275, 1000000, 6.87957E-12, 7.7828899999999994E-07, 8.7637834394904455E-08, -0.039772187499999993
DataValue, -9.25, 1000000, 6.8798900000000009E-12, 7.7591099999999994E-07, 8.7641910828025478E-08, -0.04114156050955415
DataValue, -9.225, 1000000, 6.8800200000000008E-12, 7.75499E-07, 8.76435668789809E-08, -0.042510978304140155
DataValue, -9.2000000000000011, 1000000, 6.8798800000000008E-12, 7.7768699999999994E-07, 8.7641783439490461E-08, -0.043880395103503132
DataValue, -9.175, 1000000, 6.8794400000000004E-12, 7.75684E-07, 8.7636178343949046E-08, -0.045249754179936277
DataValue, -9.15, 1000000, 6.8799E-12, 7.75607E-07, 8.76420382165605E-08, -0.046619115246815279
DataValue, -9.125, 1000000, 6.8804000000000004E-12, 7.77794E-07, 8.76484076433121E-08, -0.047988571855095558
DataValue, -9.1, 1000000, 6.87964E-12, 7.76304E-07, 8.7638726114649688E-08, -0.049358002587579657
DataValue, -9.0750000000000011, 1000000, 6.8805700000000008E-12, 7.78104E-07, 8.765057324840764E-08, -0.050727450238853465
DataValue, -9.05, 1000000, 6.8809000000000007E-12, 7.76983E-07, 8.76547770700637E-08, -0.052097023288216533
DataValue, -9.025, 1000000, 6.8808100000000004E-12, 7.76465E-07, 8.7653630573248413E-08, -0.053466620222929938
DataValue, -9, 1000000, 6.88121E-12, 7.72579E-07, 8.7658726114649684E-08, -0.054836248009554153
DataValue, -8.975, 1000000, 6.88108E-12, 7.74689E-07, 8.7657070063694275E-08, -0.056205902667197494
DataValue, -8.9500000000000011, 1000000, 6.8816400000000006E-12, 7.78897E-07, 8.7664203821656057E-08, -0.057575600119426716
DataValue, -8.925, 1000000, 6.8816400000000006E-12, 7.7691199999999994E-07, 8.7664203821656057E-08, -0.0589453533041401
DataValue, -8.9, 1000000, 6.88188E-12, 7.7808E-07, 8.7667261146496817E-08, -0.060315130374203822
DataValue, -8.875, 1000000, 6.8825E-12, 7.7696E-07, 8.7675159235668776E-08, -0.061684993033439509
DataValue, -8.85, 1000000, 6.88354E-12, 7.76787E-07, 8.76884076433121E-08, -0.063055020899681555
DataValue, -8.8250000000000011, 1000000, 6.88338E-12, 7.75809E-07, 8.76863694267516E-08, -0.064425136345541353
DataValue, -8.8, 1000000, 6.8836300000000006E-12, 7.77836E-07, 8.76895541401274E-08, -0.065795260748407622
DataValue, -8.775, 1000000, 6.88393E-12, 7.76811E-07, 8.7693375796178333E-08, -0.067165439888535031
DataValue, -8.75, 1000000, 6.8847400000000008E-12, 7.79189E-07, 8.7703694267515918E-08, -0.068535729498407652
DataValue, -8.725, 1000000, 6.8855600000000008E-12, 7.78885E-07, 8.7714140127388533E-08, -0.069906181329617872
DataValue, -8.7000000000000011, 1000000, 6.8864200000000005E-12, 7.77794E-07, 8.7725095541401292E-08, -0.071276800358280212
DataValue, -8.675, 1000000, 6.8866E-12, 7.78313E-07, 8.7727388535031848E-08, -0.072647522890127367
DataValue, -8.65, 1000000, 6.88769E-12, 7.74522E-07, 8.7741273885350311E-08, -0.074018371815286615
DataValue, -8.625, 1000000, 6.88769E-12, 7.78509E-07, 8.7741273885350311E-08, -0.075389329219745227
DataValue, -8.6, 1000000, 6.8881500000000007E-12, 7.80798E-07, 8.77471337579618E-08, -0.07676033240445862
DataValue, -8.5750000000000011, 1000000, 6.88859E-12, 7.7991E-07, 8.7752738853503188E-08, -0.078131425159235615
DataValue, -8.55, 1000000, 6.8892200000000004E-12, 7.79308E-07, 8.776076433121019E-08, -0.07950262440286622
DataValue, -8.525, 1000000, 6.8901200000000005E-12, 7.8199E-07, 8.7772229299363053E-08, -0.080873975915605079
DataValue, -8.5, 1000000, 6.8913600000000006E-12, 7.7786E-07, 8.7788025477707011E-08, -0.082245540406050949
DataValue, -8.475, 1000000, 6.8914300000000007E-12, 7.7808E-07, 8.7788917197452217E-08, -0.083617235270700654
DataValue, -8.45, 1000000, 6.89249E-12, 7.8100099999999994E-07, 8.78024203821656E-08, -0.084989042595541436
DataValue, -8.425, 1000000, 6.8934200000000007E-12, 7.8010699999999993E-07, 8.781426751592357E-08, -0.0863610479697452
DataValue, -8.4, 1000000, 6.89399E-12, 7.78932E-07, 8.7821528662420368E-08, -0.087733202627388526
DataValue, -8.375, 1000000, 6.8950400000000005E-12, 7.8337899999999994E-07, 8.7834904458598727E-08, -0.089105518511146523
DataValue, -8.35, 1000000, 6.89556E-12, 7.82449E-07, 8.7841528662420378E-08, -0.0904779906449045
DataValue, -8.325, 1000000, 6.89673E-12, 7.83808E-07, 8.7856433121019116E-08, -0.091850630971337638
DataValue, -8.3, 1000000, 6.8977200000000006E-12, 7.82753E-07, 8.7869044585987284E-08, -0.093223486265923555
DataValue, -8.275, 1000000, 6.8986100000000006E-12, 7.86514E-07, 8.78803821656051E-08, -0.094596528662420382
DataValue, -8.25, 1000000, 6.89941E-12, 7.80709E-07, 8.7890573248407634E-08, -0.095969739251592384
DataValue, -8.225, 1000000, 6.9004700000000008E-12, 7.82264E-07, 8.7904076433121022E-08, -0.097343134952229335
DataValue, -8.2, 1000000, 6.9013500000000007E-12, 7.85209E-07, 8.7915286624203826E-08, -0.0987167237261147
DataValue, -8.175, 1000000, 6.9024500000000007E-12, 7.87778E-07, 8.7929299363057319E-08, -0.1000905095541401
DataValue, -8.15, 1000000, 6.90363E-12, 7.8838E-07, 8.7944331210191073E-08, -0.10146452229299362
DataValue, -8.125, 1000000, 6.9047000000000007E-12, 7.87843E-07, 8.795796178343949E-08, -0.10283875895700639
DataValue, -8.1, 1000000, 6.9058700000000007E-12, 7.87617E-07, 8.7972866242038215E-08, -0.10421321855095544
DataValue, -8.075, 1000000, 6.9075200000000008E-12, 7.87599E-07, 8.7993885350318487E-08, -0.10558795879777076
DataValue, -8.05, 1000000, 6.9085E-12, 7.90096E-07, 8.80063694267516E-08, -0.10696296078821654
DataValue, -8.025, 1000000, 6.9098200000000005E-12, 7.93625E-07, 8.8023184713375793E-08, -0.10833819167993632
DataValue, -8, 1000000, 6.91097E-12, 7.92123E-07, 8.8037834394904459E-08, -0.10971366839171978
DataValue, -7.9750000000000005, 1000000, 6.9123800000000009E-12, 7.93893E-07, 8.8055796178343957E-08, -0.11108939988057326
DataValue, -7.95, 1000000, 6.9143300000000005E-12, 7.95764E-07, 8.8080636942675166E-08, -0.11246546576433124
DataValue, -7.925, 1000000, 6.9158000000000009E-12, 7.94024E-07, 8.8099363057324854E-08, -0.11384187201433126
DataValue, -7.9, 1000000, 6.91691E-12, 7.96569E-07, 8.8113503184713376E-08, -0.11521853503184716
DataValue, -7.875, 1000000, 6.9189900000000006E-12, 7.97857E-07, 8.814000000000002E-08, -0.11659551552547776
DataValue, -7.8500000000000005, 1000000, 6.9206900000000005E-12, 7.9589E-07, 8.8161656050955426E-08, -0.11797287221337582
DataValue, -7.825, 1000000, 6.9224300000000008E-12, 7.99829E-07, 8.818382165605095E-08, -0.11935057125796182
DataValue, -7.8, 1000000, 6.92444E-12, 7.99096E-07, 8.8209426751592361E-08, -0.12072864351114658
DataValue, -7.775, 1000000, 6.92627E-12, 8.0371599999999994E-07, 8.823273885350319E-08, -0.12210709792993635
DataValue, -7.75, 1000000, 6.9282800000000004E-12, 8.0491999999999993E-07, 8.82583439490446E-08, -0.12348593451433126
DataValue, -7.7250000000000005, 1000000, 6.93026E-12, 8.05468E-07, 8.82835668789809E-08, -0.12486516819267519
DataValue, -7.7, 1000000, 6.9328900000000008E-12, 8.05367E-07, 8.8317070063694269E-08, -0.12624486066878984
DataValue, -7.675, 1000000, 6.9352900000000008E-12, 8.08228E-07, 8.8347643312101922E-08, -0.12762505374203828
DataValue, -7.65, 1000000, 6.9376100000000008E-12, 8.10057E-07, 8.8377197452229313E-08, -0.12900571656050958
DataValue, -7.625, 1000000, 6.94038E-12, 8.0863299999999993E-07, 8.8412484076433136E-08, -0.13038688594745229
DataValue, -7.6000000000000005, 1000000, 6.9427900000000006E-12, 8.1569E-07, 8.8443184713375793E-08, -0.13176857085987265
DataValue, -7.575, 1000000, 6.94606E-12, 8.17323E-07, 8.8484840764331208E-08, -0.13315082105891724
DataValue, -7.55, 1000000, 6.94932E-12, 8.1886699999999994E-07, 8.85263694267516E-08, -0.1345337211385351
DataValue, -7.525, 1000000, 6.9521100000000008E-12, 8.2145999999999995E-07, 8.8561910828025488E-08, -0.13591722332802553
DataValue, -7.5, 1000000, 6.9562200000000008E-12, 8.19457E-07, 8.8614267515923577E-08, -0.13730141222133763
