
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2018 13:21:50
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 7
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #144_Noff_trigate_W20_S50_3qt4
MetaData, TestRecord.LinkKey, 530cbceb-7449-4a27-8072-d4520fae1658
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -8
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 6.9
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.2E-14, -9.3E-09, 1E-10, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6E-13, 6E-07, 1.9E-09, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 61.563380281690129
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -8, 500000, 3.8948199999999997E-14, -8.66646E-09, 1.2403885350318469E-10, 0
DataValue, -7.985, 500000, 3.69925E-14, 8.40543E-09, 1.1781050955414011E-10, -1.1336688893311858E-06
DataValue, -7.97, 500000, 3.75301E-14, 8.4834E-09, 1.1952261146496815E-10, -2.2461678941082978E-06
DataValue, -7.955, 500000, 3.85369E-14, -9.2216E-09, 1.2272898089171976E-10, -3.3817222332802487E-06
DataValue, -7.94, 500000, 3.93865E-14, -1.59483E-09, 1.2543471337579617E-10, -4.5449895501592042E-06
DataValue, -7.925, 500000, 3.72992E-14, -3.03932E-09, 1.1878726114649681E-10, -5.6897800557324966E-06
DataValue, -7.91, 500000, 3.73208E-14, 6.39785E-09, 1.1885605095541403E-10, -6.8037330812101792E-06
DataValue, -7.8950000000000005, 500000, 3.9298899999999997E-14, 1.48493E-09, 1.2515573248407644E-10, -7.9475383160827655E-06
DataValue, -7.88, 500000, 3.63771E-14, 1.25468E-09, 1.1585063694267515E-10, -9.0772556727707064E-06
DataValue, -7.865, 500000, 3.60682E-14, 4.73242E-09, 1.1486687898089173E-10, -1.0158744028662403E-05
DataValue, -7.8500000000000005, 500000, 3.88369E-14, 5.12704E-10, 1.2368439490445859E-10, -1.1276953124999958E-05
DataValue, -7.835, 500000, 3.80101E-14, 6.21711E-09, 1.2105127388535032E-10, -1.2424151572452231E-05
DataValue, -7.82, 500000, 3.6230899999999996E-14, -1.22838E-09, 1.1538503184713373E-10, -1.3532446755573225E-05
DataValue, -7.8050000000000006, 500000, 3.6073E-14, -4.33236E-10, 1.1488216560509554E-10, -1.4611824243630528E-05
DataValue, -7.79, 500000, 3.6973E-14, 6.29948E-09, 1.1774840764331209E-10, -1.5702280055732483E-05
DataValue, -7.775, 500000, 3.48656E-14, 1.23899E-09, 1.1103694267515923E-10, -1.6774711385350291E-05
DataValue, -7.76, 500000, 3.53544E-14, 7.93314E-09, 1.1259363057324839E-10, -1.7822979697452243E-05
DataValue, -7.745, 500000, 3.61294E-14, -2.28109E-09, 1.1506178343949046E-10, -1.8890114450636933E-05
DataValue, -7.73, 500000, 3.59313E-14, 1.2819100000000001E-08, 1.144308917197452E-10, -1.9965861365445827E-05
DataValue, -7.715, 500000, 3.5745E-14, 2.34917E-09, 1.1383757961783437E-10, -2.103586982484077E-05
DataValue, -7.7, 500000, 3.61005E-14, 7.27543E-09, 1.1496974522292991E-10, -2.210840416003183E-05
DataValue, -7.6850000000000005, 500000, 3.74575E-14, -2.26492E-09, 1.1929140127388535E-10, -2.3206503284235628E-05
DataValue, -7.67, 500000, 3.47443E-14, -2.85343E-09, 1.1065063694267516E-10, -2.4284356588375794E-05
DataValue, -7.655, 500000, 3.62502E-14, -2.54917E-10, 1.1544649681528663E-10, -2.5344186902866217E-05
DataValue, -7.6400000000000006, 500000, 3.34054E-14, 3.62714E-09, 1.0638662420382166E-10, -2.6384029657643264E-05
DataValue, -7.625, 500000, 3.3859599999999997E-14, -5.26482E-10, 1.0783312101910826E-10, -2.7388184713375782E-05
DataValue, -7.61, 500000, 3.36249E-14, -2.96957E-09, 1.0708566878980892E-10, -2.839561654060506E-05
DataValue, -7.595, 500000, 3.51322E-14, 4.83435E-09, 1.1188598726114649E-10, -2.9422046178343952E-05
DataValue, -7.58, 500000, 3.49791E-14, 1.2608300000000002E-10, 1.113984076433121E-10, -3.046869177945858E-05
DataValue, -7.565, 500000, 3.74711E-14, 1.13243E-09, 1.1933471337579616E-10, -3.155025328423562E-05
DataValue, -7.55, 500000, 3.64397E-14, -9.1107900000000012E-10, 1.1604999999999998E-10, -3.2653619128184708E-05
DataValue, -7.535, 500000, 3.63755E-14, -4.14934E-09, 1.1584554140127388E-10, -3.3740629478503162E-05
DataValue, -7.5200000000000005, 500000, 3.71988E-14, -3.1715700000000005E-10, 1.1846751592356688E-10, -3.4838971934713329E-05
DataValue, -7.505, 500000, 3.63946E-14, -3.85138E-09, 1.159063694267516E-10, -3.5937599522292987E-05
DataValue, -7.49, 500000, 3.27141E-14, -3.38431E-09, 1.0418503184713376E-10, -3.6969277965764309E-05
DataValue, -7.4750000000000005, 500000, 3.67442E-14, 2.44574E-09, 1.1701974522292993E-10, -3.8006175358280205E-05
DataValue, -7.46, 500000, 3.86166E-14, 4.16901E-09, 1.2298280254777066E-10, -3.91311873009554E-05
DataValue, -7.445, 500000, 3.59532E-14, 7.988990000000001E-10, 1.1450063694267513E-10, -4.0244390923566843E-05
DataValue, -7.43, 500000, 3.5478499999999996E-14, -7.29609E-10, 1.129888535031847E-10, -4.1310747910031849E-05
DataValue, -7.415, 500000, 3.46121E-14, -5.08677E-10, 1.1022961783439489E-10, -4.2357084494426729E-05
DataValue, -7.4, 500000, 3.51872E-14, -2.17915E-09, 1.1206114649681528E-10, -4.339907245222925E-05
DataValue, -7.385, 500000, 3.3659099999999997E-14, 6.26888E-09, 1.0719458598726114E-10, -4.44268336982484E-05
DataValue, -7.37, 500000, 3.62953E-14, 2.94368E-09, 1.1559012738853503E-10, -4.547113704219742E-05
DataValue, -7.355, 500000, 3.43214E-14, 2.66964E-10, 1.0930382165605094E-10, -4.65253274283439E-05
DataValue, -7.34, 500000, 3.64952E-14, -6.05696E-09, 1.1622675159235669E-10, -4.7582501990445847E-05
DataValue, -7.325, 500000, 3.60931E-14, 3.59988E-09, 1.1494617834394903E-10, -4.8666125099522258E-05
DataValue, -7.3100000000000005, 500000, 3.2859E-14, -5.37147E-09, 1.0464649681528664E-10, -4.9695465764331154E-05
DataValue, -7.295, 500000, 3.49794E-14, 1.31815E-09, 1.1139936305732482E-10, -5.0708180732484062E-05
DataValue, -7.28, 500000, 3.76292E-14, 1.05252E-09, 1.1983821656050955E-10, -5.1792106886942631E-05
DataValue, -7.2650000000000006, 500000, 3.5058499999999996E-14, 1.27023E-08, 1.1165127388535031E-10, -5.2877213873407573E-05
DataValue, -7.25, 500000, 3.52378E-14, -1.88127E-09, 1.1222229299363058E-10, -5.3926621218152838E-05
DataValue, -7.235, 500000, 3.81728E-14, 3.1589000000000003E-10, 1.2156942675159232E-10, -5.5022519904458551E-05
DataValue, -7.22, 500000, 3.9939099999999996E-14, 6.66864E-09, 1.2719458598726113E-10, -5.6188601214171971E-05
DataValue, -7.205, 500000, 3.52137E-14, 2.25129E-09, 1.1214554140127388E-10, -5.7310508061305705E-05
DataValue, -7.19, 500000, 3.51755E-14, 1.27787E-09, 1.1202388535031847E-10, -5.8361302249203766E-05
DataValue, -7.175, 500000, 3.65939E-14, 7.53235E-09, 1.1654108280254775E-10, -5.9432700537420373E-05
DataValue, -7.16, 500000, 3.8502999999999996E-14, 4.8647E-09, 1.2262101910828023E-10, -6.0553772890127361E-05
DataValue, -7.1450000000000005, 500000, 3.47124E-14, -3.74739E-09, 1.1054904458598726E-10, -6.16467575636942E-05
DataValue, -7.13, 500000, 3.75662E-14, 1.90701E-09, 1.1963757961783437E-10, -6.2725757364649667E-05
DataValue, -7.115, 500000, 3.61681E-14, 2.81741E-10, 1.1518503184713375E-10, -6.3826488355891677E-05
DataValue, -7.1000000000000005, 500000, 3.7503899999999996E-14, 5.3642E-09, 1.1943917197452229E-10, -6.4926289311305674E-05
DataValue, -7.085, 500000, 3.4195E-14, 4.85857E-10, 1.0890127388535032E-10, -6.5996635151273871E-05
DataValue, -7.07, 500000, 3.65473E-14, -4.94155E-10, 1.1639267515923565E-10, -6.7052700537420344E-05
DataValue, -7.055, 500000, 3.50369E-14, 3.30478E-09, 1.1158248407643311E-10, -6.8121334096337584E-05
DataValue, -7.04, 500000, 4.0095399999999996E-14, 4.0981400000000004E-10, 1.2769235668789807E-10, -6.9242934912420361E-05
DataValue, -7.025, 500000, 3.2981499999999997E-14, 3.09186E-09, 1.0503662420382164E-10, -7.0333852010350271E-05
DataValue, -7.01, 500000, 3.58648E-14, 1.35544E-09, 1.1421910828025477E-10, -7.1361613256369416E-05
DataValue, -6.995, 500000, 3.534E-14, 1.67478E-09, 1.1254777070063693E-10, -7.2424583001592325E-05
DataValue, -6.98, 500000, 3.5852E-14, 8.1904700000000006E-10, 1.1417834394904459E-10, -7.3487361664012686E-05
DataValue, -6.965, 500000, 3.71413E-14, -2.1647E-09, 1.1828439490445859E-10, -7.4577030752388511E-05
DataValue, -6.95, 500000, 3.44865E-14, 2.69039E-09, 1.098296178343949E-10, -7.5646315187101869E-05
DataValue, -6.9350000000000005, 500000, 3.54275E-14, -1.96127E-09, 1.1282643312101911E-10, -7.6690015425955366E-05
DataValue, -6.92, 500000, 3.65479E-14, 1.55223E-09, 1.1639458598726114E-10, -7.7764488953025457E-05
DataValue, -6.905, 500000, 3.82438E-14, 5.14358E-09, 1.2179554140127388E-10, -7.8881005175159189E-05
DataValue, -6.8900000000000006, 500000, 3.49364E-14, 5.66934E-09, 1.112624203821656E-10, -7.9973464371019043E-05
DataValue, -6.875, 500000, 3.69843E-14, 1.78943E-09, 1.1778439490445861E-10, -8.1047121317675129E-05
DataValue, -6.86, 500000, 3.25916E-14, 1.09607E-08, 1.0379490445859871E-10, -8.2085774283439432E-05
DataValue, -6.845, 500000, 3.64462E-14, -2.1572500000000002E-10, 1.1607070063694267E-10, -8.3116394307324823E-05
DataValue, -6.83, 500000, 3.61475E-14, -5.3209E-09, 1.1511942675159234E-10, -8.4200098029458561E-05
DataValue, -6.815, 500000, 3.64456E-14, -2.30184E-09, 1.1606878980891721E-10, -8.5283792794585924E-05
DataValue, -6.8, 500000, 3.37089E-14, 3.54684E-09, 1.073531847133758E-10, -8.6331083300159207E-05
DataValue, -6.785, 500000, 3.53591E-14, 2.01248E-09, 1.1260859872611463E-10, -8.7362154160031808E-05
DataValue, -6.7700000000000005, 500000, 3.8937E-14, -3.52073E-09, 1.2400318471337577E-10, -8.8471271894904378E-05
DataValue, -6.755, 500000, 3.62307E-14, -2.12243E-09, 1.153843949044586E-10, -8.9593401174363024E-05
DataValue, -6.74, 500000, 3.59865E-14, 6.81878E-09, 1.1460668789808917E-10, -9.0671484374999935E-05
DataValue, -6.7250000000000005, 500000, 3.80991E-14, 7.82617E-09, 1.2133471337579618E-10, -9.1777459693471249E-05
DataValue, -6.71, 500000, 3.78191E-14, 1.66789E-09, 1.2044299363057326E-10, -9.2910792695063659E-05
DataValue, -6.695, 500000, 3.7035E-14, 1.98797E-09, 1.1794585987261148E-10, -9.4028240445859825E-05
DataValue, -6.68, 500000, 3.65351E-14, 1.13504E-09, 1.1635382165605095E-10, -9.5126520203025482E-05
DataValue, -6.665, 500000, 3.78595E-14, 1.04693E-08, 1.2057165605095541E-10, -9.6237108379777043E-05
DataValue, -6.65, 500000, 3.68566E-14, -2.7202E-09, 1.1737770700636943E-10, -9.7352496019108232E-05
DataValue, -6.635, 500000, 3.56358E-14, -3.39232E-09, 1.1348980891719745E-10, -9.84346875E-05
DataValue, -6.62, 500000, 3.51055E-14, -3.31225E-10, 1.1180095541401273E-10, -9.949073795780253E-05
DataValue, -6.605, 500000, 3.64037E-14, 6.02291E-09, 1.1593535031847133E-10, -0.00010055825189092353
DataValue, -6.59, 500000, 3.6907799999999996E-14, -5.1502400000000008E-10, 1.1754076433121017E-10, -0.00010165267117834395
DataValue, -6.575, 500000, 3.57595E-14, 9.0645E-09, 1.1388375796178343E-10, -0.00010273747362659233
DataValue, -6.5600000000000005, 500000, 3.7514099999999996E-14, -3.31806E-09, 1.1947165605095539E-10, -0.00010383132712977702
DataValue, -6.545, 500000, 3.5952899999999996E-14, -2.14358E-10, 1.144996815286624E-10, -0.00010492806777468151
DataValue, -6.53, 500000, 3.83431E-14, -1.59189E-09, 1.2211178343949045E-10, -0.00010603718401671971
DataValue, -6.5150000000000006, 500000, 3.65045E-14, 4.75108E-09, 1.162563694267516E-10, -0.0001071545347332802
DataValue, -6.5, 500000, 3.8420099999999997E-14, 2.36158E-09, 1.2235700636942674E-10, -0.00010827303493232483
