
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2018 13:24:24
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 8
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #144_Noff_trigate_W20_S50_3qt3
MetaData, TestRecord.LinkKey, 0781bbb1-90b0-4a34-ae8e-0df271cb8426
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -8
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 2.8E-14, -1.4E-08, 9E-11, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6.3E-13, 1.1E-06, 2.1E-09, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 58.093023255813939
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 58.093023255813939
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 58.093023255813939
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 58.093023255813939
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 58.093023255813939
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -8, 500000, 3.81865E-14, 3.91193E-09, 1.2161305732484076E-10, 0
DataValue, -7.985, 500000, 3.71992E-14, 1.15306E-09, 1.1846878980891719E-10, -1.1253836584394664E-06
DataValue, -7.97, 500000, 3.72072E-14, 7.03394E-09, 1.1849426751592354E-10, -2.2361479896496992E-06
DataValue, -7.955, 500000, 3.52215E-14, 7.39707E-09, 1.1217038216560507E-10, -3.3173885350318419E-06
DataValue, -7.94, 500000, 3.6698E-14, -4.2297E-09, 1.1687261146496817E-10, -4.3910275676751315E-06
DataValue, -7.925, 500000, 3.53465E-14, 2.05225E-09, 1.1256847133757962E-10, -5.4665326433121139E-06
DataValue, -7.91, 500000, 3.45941E-14, 2.94837E-09, 1.1017229299363059E-10, -6.5106299761146394E-06
DataValue, -7.8950000000000005, 500000, 3.13558E-14, 1.64591E-09, 9.98592356687898E-11, -7.4951527667197144E-06
DataValue, -7.88, 500000, 3.23932E-14, 2.5769E-09, 1.0316305732484076E-10, -8.4468197651273927E-06
DataValue, -7.865, 500000, 3.677E-14, 4.41258E-09, 1.1710191082802547E-10, -9.4793118033439324E-06
DataValue, -7.8500000000000005, 500000, 3.13274E-14, 1.34476E-08, 9.9768789808917176E-11, -1.0495893212579581E-05
DataValue, -7.835, 500000, 3.47194E-14, -1.3434199999999999E-09, 1.1057133757961781E-10, -1.1481862559713375E-05
DataValue, -7.82, 500000, 3.2760599999999997E-14, 4.76137E-09, 1.0433312101910826E-10, -1.2489227209394882E-05
DataValue, -7.8050000000000006, 500000, 3.2309299999999997E-14, -3.80044E-09, 1.0289585987261144E-10, -1.3460613057324798E-05
DataValue, -7.79, 500000, 3.53458E-14, -4.51094E-10, 1.1256624203821657E-10, -1.4470591660031842E-05
DataValue, -7.775, 500000, 3.1861E-14, -9.97872E-10, 1.0146815286624204E-10, -1.547387788614647E-05
DataValue, -7.76, 500000, 3.47027E-14, 6.58391E-09, 1.1051815286624204E-10, -1.6467563694267526E-05
DataValue, -7.745, 500000, 3.44365E-14, 4.57798E-09, 1.096703821656051E-10, -1.7499697452229288E-05
DataValue, -7.73, 500000, 3.39388E-14, 1.14338E-08, 1.0808535031847132E-10, -1.8520427448248376E-05
DataValue, -7.715, 500000, 3.32426E-14, 9.44891E-09, 1.0586815286624203E-10, -1.9523334494426758E-05
DataValue, -7.7, 500000, 3.4133499999999997E-14, 6.76428E-09, 1.0870541401273883E-10, -2.052914808917196E-05
DataValue, -7.6850000000000005, 500000, 3.4033599999999997E-14, -1.13151E-08, 1.083872611464968E-10, -2.1546770003980855E-05
DataValue, -7.67, 500000, 3.05001E-14, -5.60351E-09, 9.7134076433121015E-11, -2.2510151273885352E-05
DataValue, -7.655, 500000, 3.38481E-14, 3.78487E-09, 1.0779649681528661E-10, -2.3470763335987241E-05
DataValue, -7.6400000000000006, 500000, 3.42274E-14, 3.34674E-09, 1.090044585987261E-10, -2.4487017814490407E-05
DataValue, -7.625, 500000, 3.41731E-14, 1.27047E-08, 1.0883152866242038E-10, -2.5508124004777066E-05
DataValue, -7.61, 500000, 3.5616E-14, -6.47175E-09, 1.1342675159235669E-10, -2.6549959693471311E-05
DataValue, -7.595, 500000, 3.35902E-14, 8.87178E-09, 1.069751592356688E-10, -2.758309365047772E-05
DataValue, -7.58, 500000, 2.9669499999999997E-14, 1.00745E-08, 9.44888535031847E-11, -2.8527456210191077E-05
DataValue, -7.565, 500000, 3.30737E-14, -6.44491E-09, 1.0533025477707007E-10, -2.9464108280254752E-05
DataValue, -7.55, 500000, 3.30457E-14, 6.4295E-09, 1.0524108280254776E-10, -3.0451161425159247E-05
DataValue, -7.535, 500000, 3.67571E-14, 3.41923E-09, 1.170608280254777E-10, -3.1493201632165593E-05
DataValue, -7.5200000000000005, 500000, 3.25721E-14, 9.17258E-09, 1.037328025477707E-10, -3.2528171775477676E-05
DataValue, -7.505, 500000, 3.3033799999999997E-14, -1.3617E-08, 1.0520318471337578E-10, -3.3507559215764335E-05
DataValue, -7.49, 500000, 2.84402E-14, 1.07754E-09, 9.0573885350318464E-11, -3.4425264231687884E-05
DataValue, -7.4750000000000005, 500000, 3.13806E-14, -4.29207E-11, 9.9938216560509548E-11, -3.5318289709394871E-05
DataValue, -7.46, 500000, 3.0077E-14, -3.17852E-09, 9.5786624203821648E-11, -3.6235749900477707E-05
DataValue, -7.445, 500000, 3.32464E-14, 2.8977200000000004E-10, 1.0588025477707007E-10, -3.7181063395700617E-05
DataValue, -7.43, 500000, 3.59973E-14, 2.42478E-10, 1.1464108280254776E-10, -3.8214757165605114E-05
DataValue, -7.415, 500000, 3.62116E-14, -2.36079E-09, 1.1532356687898089E-10, -3.9292716460987261E-05
DataValue, -7.4, 500000, 3.3560499999999996E-14, -7.24094E-09, 1.0688057324840764E-10, -4.033429836783437E-05
DataValue, -7.385, 500000, 3.26587E-14, 1.9404E-09, 1.0400859872611464E-10, -4.1322841361464984E-05
DataValue, -7.37, 500000, 3.12903E-14, -6.63876E-09, 9.9650636942675155E-11, -4.2277494028662409E-05
DataValue, -7.355, 500000, 3.4452899999999996E-14, -4.68046E-09, 1.0972261146496815E-10, -4.3258931130573217E-05
DataValue, -7.34, 500000, 2.93596E-14, 9.81701E-09, 9.3501910828025465E-11, -4.4211546078821662E-05
DataValue, -7.325, 500000, 3.1232699999999997E-14, 1.41432E-08, 9.9467197452229293E-11, -4.5116088773885337E-05
DataValue, -7.3100000000000005, 500000, 2.97496E-14, 2.24626E-09, 9.474394904458599E-11, -4.6026453523089136E-05
DataValue, -7.295, 500000, 3.49849E-14, -1.97992E-09, 1.1141687898089172E-10, -4.6992832404458608E-05
DataValue, -7.28, 500000, 3.05583E-14, -7.3608E-10, 9.7319426751592368E-11, -4.7971283837579605E-05
DataValue, -7.2650000000000006, 500000, 3.51828E-14, 4.67526E-09, 1.1204713375796179E-10, -4.8952689589968124E-05
DataValue, -7.25, 500000, 3.3327E-14, -5.45222E-09, 1.0613694267515923E-10, -4.9975427448248423E-05
DataValue, -7.235, 500000, 3.29878E-14, 3.07198E-09, 1.0505668789808916E-10, -5.0965397591560495E-05
DataValue, -7.22, 500000, 3.09324E-14, 2.68018E-09, 9.85108280254777E-11, -5.1919620322452254E-05
DataValue, -7.205, 500000, 3.24688E-14, 1.54356E-09, 1.0340382165605096E-10, -5.286609524283439E-05
DataValue, -7.19, 500000, 3.8154299999999996E-14, 1.66695E-09, 1.2151050955414011E-10, -5.3920381170382142E-05
DataValue, -7.175, 500000, 3.36009E-14, 1.73916E-09, 1.0700923566878981E-10, -5.4991567476114658E-05
DataValue, -7.16, 500000, 3.1271399999999996E-14, -6.38043E-09, 9.95904458598726E-11, -5.5960003483280246E-05
DataValue, -7.1450000000000005, 500000, 3.4085899999999996E-14, -5.39469E-09, 1.0855382165605093E-10, -5.6935679737261116E-05
DataValue, -7.13, 500000, 3.24537E-14, -7.57568E-09, 1.0335573248407643E-10, -5.7929005772293E-05
DataValue, -7.115, 500000, 3.32251E-14, 1.49127E-08, 1.0581242038216559E-10, -5.8909481488853489E-05
DataValue, -7.1000000000000005, 500000, 3.45484E-14, -2.25686E-09, 1.1002675159235669E-10, -5.9921227607484039E-05
DataValue, -7.085, 500000, 3.3105799999999996E-14, -4.91519E-09, 1.0543248407643311E-10, -6.0931192774681536E-05
DataValue, -7.07, 500000, 3.52938E-14, -5.17946E-09, 1.1240063694267514E-10, -6.195228552945859E-05
DataValue, -7.055, 500000, 3.1487599999999997E-14, -1.99025E-09, 1.0027898089171973E-10, -6.2949221238057344E-05
DataValue, -7.04, 500000, 3.62042E-14, -6.41377E-09, 1.1529999999999999E-10, -6.3959747710987271E-05
DataValue, -7.025, 500000, 3.29636E-14, 6.96616E-09, 1.049796178343949E-10, -6.4992308419585976E-05
DataValue, -7.01, 500000, 3.24839E-14, 1.0504000000000001E-08, 1.0345191082802547E-10, -6.59693312101911E-05
DataValue, -6.995, 500000, 3.18092E-14, -5.3885E-09, 1.0130318471337579E-10, -6.69291207205414E-05
DataValue, -6.98, 500000, 3.24E-14, 4.22591E-09, 1.0318471337579618E-10, -6.7887657742834369E-05
DataValue, -6.965, 500000, 3.6759699999999997E-14, -9.99147E-09, 1.1706910828025475E-10, -6.8920097531847139E-05
DataValue, -6.95, 500000, 3.73753E-14, -2.04614E-09, 1.190296178343949E-10, -7.0026810310509538E-05
DataValue, -6.9350000000000005, 500000, 3.75077E-14, -3.7154E-09, 1.1945127388535032E-10, -7.1144689490445825E-05
DataValue, -6.92, 500000, 3.17034E-14, 8.5026E-10, 1.0096624203821656E-10, -7.217789659633759E-05
DataValue, -6.905, 500000, 2.8346699999999998E-14, 5.9057E-09, 9.0276114649681524E-11, -7.3074345143312082E-05
DataValue, -6.8900000000000006, 500000, 3.44317E-14, 1.01609E-08, 1.0965509554140127E-10, -7.4011522691082765E-05
DataValue, -6.875, 500000, 3.46076E-14, 5.98813E-09, 1.1021528662420383E-10, -7.5042165107484072E-05
DataValue, -6.86, 500000, 3.52619E-14, -6.23236E-09, 1.1229904458598725E-10, -7.608520103503183E-05
DataValue, -6.845, 500000, 3.35562E-14, 3.08794E-10, 1.0686687898089172E-10, -7.7112541301751608E-05
DataValue, -6.83, 500000, 3.33928E-14, 3.74638E-09, 1.0634649681528662E-10, -7.8111979000796173E-05
DataValue, -6.815, 500000, 3.34986E-14, -2.45267E-09, 1.0668343949044586E-10, -7.911055682722927E-05
DataValue, -6.8, 500000, 3.29381E-14, 6.23111E-09, 1.0489840764331209E-10, -8.0102346735668809E-05
DataValue, -6.785, 500000, 3.35697E-14, 3.1896E-09, 1.0690987261146496E-10, -8.1095198049363051E-05
DataValue, -6.7700000000000005, 500000, 3.45986E-14, -3.72721E-09, 1.1018662420382166E-10, -8.2112837878184683E-05
DataValue, -6.755, 500000, 3.33405E-14, -2.19396E-09, 1.0617993630573247E-10, -8.3127056130573258E-05
DataValue, -6.74, 500000, 3.2365699999999997E-14, -5.42974E-09, 1.0307547770700635E-10, -8.4107940883757949E-05
DataValue, -6.7250000000000005, 500000, 3.2605E-14, -9.18536E-09, 1.0383757961783439E-10, -8.50778458399681E-05
DataValue, -6.71, 500000, 3.06596E-14, -4.5820300000000006E-10, 9.764203821656051E-11, -8.6022281548566874E-05
DataValue, -6.695, 500000, 3.35905E-14, 9.88506E-09, 1.0697611464968152E-10, -8.698142914012735E-05
DataValue, -6.68, 500000, 3.44058E-14, 7.85628E-09, 1.0957261146496815E-10, -8.79965012937898E-05
DataValue, -6.665, 500000, 3.57843E-14, 7.41538E-09, 1.139627388535032E-10, -8.9044323248407625E-05
DataValue, -6.65, 500000, 3.293E-14, -3.054E-10, 1.0487261146496815E-10, -9.0070113953025438E-05
DataValue, -6.635, 500000, 3.21427E-14, -1.1409300000000001E-08, 1.0236528662420383E-10, -9.1041541600318478E-05
DataValue, -6.62, 500000, 3.12219E-14, -2.30742E-09, 9.9432802547770687E-11, -9.1987470143312084E-05
DataValue, -6.605, 500000, 3.34843E-14, 1.46934E-08, 1.0663789808917199E-10, -9.2953426552547735E-05
DataValue, -6.59, 500000, 3.59895E-14, -5.04231E-09, 1.1461624203821656E-10, -9.3990555334394911E-05
DataValue, -6.575, 500000, 3.46785E-14, 1.07761E-08, 1.1044108280254777E-10, -9.5045511544585956E-05
DataValue, -6.5600000000000005, 500000, 3.42786E-14, 5.393E-09, 1.0916751592356687E-10, -9.60749268511146E-05
DataValue, -6.545, 500000, 3.26656E-14, 4.18546E-09, 1.0403057324840764E-10, -9.7074292894108272E-05
DataValue, -6.53, 500000, 3.57498E-14, -2.99528E-09, 1.1385286624203819E-10, -9.8095621516719724E-05
DataValue, -6.5150000000000006, 500000, 3.51443E-14, 2.78792E-09, 1.1192452229299363E-10, -9.9153953025477671E-05
DataValue, -6.5, 500000, 3.17652E-14, -4.33539E-09, 1.0116305732484074E-10, -0.0001001528010549363
