
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2018 13:29:17
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 10
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #144_Noff_trigate_W15_S50_3qt4
MetaData, TestRecord.LinkKey, 9729dbee-1961-403b-ae85-ed1aff15093c
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -8
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.1E-14, -1.5E-08, 9.9E-11, -0.003
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6E-13, 3.4E-07, 1.9E-09, 0.0026
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 61.456942003514932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 61.456942003514932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 61.456942003514932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 61.456942003514932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.23333333333333334
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 61.456942003514932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -8, 500000, 4.06966E-14, 1.73925E-09, 1.2960700636942677E-10, 0
DataValue, -7.985, 500000, 4.01271E-14, 7.4747700000000006E-10, 1.277933121019108E-10, -1.2065639928343692E-06
DataValue, -7.97, 500000, 4.21003E-14, 8.6106600000000007E-10, 1.3407738853503183E-10, -2.4340829020700841E-06
DataValue, -7.955, 500000, 4.35358E-14, 8.37074E-10, 1.3864904458598726E-10, -3.712488057324834E-06
DataValue, -7.94, 500000, 3.90844E-14, 3.55179E-09, 1.2447261146496815E-10, -4.9458708200636613E-06
DataValue, -7.925, 500000, 4.25627E-14, 3.30348E-09, 1.3554999999999999E-10, -6.1647268113057454E-06
DataValue, -7.91, 500000, 4.3176999999999996E-14, 6.57992E-09, 1.3750636942675157E-10, -7.4446785429936157E-06
DataValue, -7.8950000000000005, 500000, 4.1195799999999996E-14, 4.2655700000000005E-10, 1.3119681528662418E-10, -8.7042247213375382E-06
DataValue, -7.88, 500000, 4.18749E-14, 8.68967E-09, 1.3335955414012738E-10, -9.94433270302548E-06
DataValue, -7.865, 500000, 3.78047E-14, -4.55067E-09, 1.2039713375796176E-10, -1.1133817177547748E-05
DataValue, -7.8500000000000005, 500000, 3.7534499999999996E-14, 1.78789E-09, 1.1953662420382164E-10, -1.2258506667993585E-05
DataValue, -7.835, 500000, 3.94567E-14, 4.91091E-10, 1.2565828025477706E-10, -1.340785778264331E-05
DataValue, -7.82, 500000, 4.15704E-14, 5.5514E-09, 1.3238980891719742E-10, -1.4617458200636913E-05
DataValue, -7.8050000000000006, 500000, 3.95976E-14, 6.74908E-09, 1.2610700636942675E-10, -1.5829162022292938E-05
DataValue, -7.79, 500000, 4.08552E-14, 3.62625E-09, 1.3011210191082803E-10, -1.7030189092356676E-05
DataValue, -7.775, 500000, 3.7698999999999997E-14, 2.00598E-09, 1.2006050955414011E-10, -1.820287320859869E-05
DataValue, -7.76, 500000, 4.00695E-14, -1.59676E-09, 1.2760987261146495E-10, -1.9363828125000005E-05
DataValue, -7.745, 500000, 3.84336E-14, 5.32186E-09, 1.224E-10, -2.0535749402866225E-05
DataValue, -7.73, 500000, 4.0312E-14, 5.9126E-09, 1.2838216560509555E-10, -2.1711290804140086E-05
DataValue, -7.715, 500000, 4.16551E-14, -7.66089E-09, 1.3265955414012739E-10, -2.2934923865445864E-05
DataValue, -7.7, 500000, 3.84533E-14, 7.88478E-09, 1.2246273885350318E-10, -2.4130809613853478E-05
DataValue, -7.6850000000000005, 500000, 4.22267E-14, 7.2163E-10, 1.3447993630573249E-10, -2.5335228403662371E-05
DataValue, -7.67, 500000, 3.95523E-14, 3.21271E-09, 1.2596273885350319E-10, -2.6556053443471336E-05
DataValue, -7.655, 500000, 3.78753E-14, -6.1706200000000006E-10, 1.20621974522293E-10, -2.7711919287420356E-05
DataValue, -7.6400000000000006, 500000, 3.9166E-14, 1.28662E-09, 1.2473248407643312E-10, -2.8862018312101861E-05
DataValue, -7.625, 500000, 3.83126E-14, 2.40162E-09, 1.2201464968152865E-10, -3.0018645501592349E-05
DataValue, -7.61, 500000, 4.00647E-14, 3.48942E-09, 1.2759458598726115E-10, -3.118868879378978E-05
DataValue, -7.595, 500000, 3.7456999999999996E-14, -4.09274E-09, 1.1928980891719743E-10, -3.2345959394904473E-05
DataValue, -7.58, 500000, 4.28235E-14, 8.68695E-09, 1.3638057324840762E-10, -3.3544414311305725E-05
DataValue, -7.565, 500000, 3.55877E-14, 5.54834E-09, 1.1333662420382167E-10, -3.4714963674363019E-05
DataValue, -7.55, 500000, 3.83471E-14, -9.73762E-09, 1.2212452229299363E-10, -3.5818687798566888E-05
DataValue, -7.535, 500000, 3.75722E-14, 6.75191E-10, 1.1965668789808918E-10, -3.6952037221337565E-05
DataValue, -7.5200000000000005, 500000, 3.90327E-14, -5.80574E-10, 1.2430796178343947E-10, -3.80956215167197E-05
DataValue, -7.505, 500000, 3.7729E-14, -3.69615E-09, 1.20156050955414E-10, -3.924154657643312E-05
DataValue, -7.49, 500000, 3.8495E-14, -1.05589E-09, 1.2259554140127387E-10, -4.0379444665605065E-05
DataValue, -7.4750000000000005, 500000, 3.97408E-14, -1.31768E-09, 1.2656305732484076E-10, -4.1547375597133704E-05
DataValue, -7.46, 500000, 3.99494E-14, -1.358E-09, 1.2722738853503182E-10, -4.2737018312101904E-05
DataValue, -7.445, 500000, 4.10948E-14, 1.14209E-09, 1.3087515923566877E-10, -4.3946874004777035E-05
DataValue, -7.43, 500000, 3.8571599999999996E-14, 1.4671E-09, 1.2283949044585985E-10, -4.5136161425159247E-05
DataValue, -7.415, 500000, 4.00179E-14, -5.05358E-09, 1.2744554140127389E-10, -4.6309372511942659E-05
DataValue, -7.4, 500000, 3.74166E-14, 9.51686E-09, 1.1916114649681528E-10, -4.7465341361464927E-05
DataValue, -7.385, 500000, 3.12682E-14, 5.1429E-09, 9.9580254777070048E-11, -4.84906916799363E-05
DataValue, -7.37, 500000, 3.5908699999999996E-14, -1.55577E-11, 1.1435891719745222E-10, -4.9493531548566849E-05
DataValue, -7.355, 500000, 3.91531E-14, 3.52872E-10, 1.2469140127388533E-10, -5.0614079916401222E-05
DataValue, -7.34, 500000, 3.6540799999999996E-14, -1.24911E-09, 1.1637197452229298E-10, -5.1744064490445845E-05
DataValue, -7.325, 500000, 3.7407E-14, -2.04623E-09, 1.1913057324840766E-10, -5.2847982683120983E-05
DataValue, -7.3100000000000005, 500000, 3.79089E-14, 6.27699E-09, 1.2072898089171974E-10, -5.3972324343152804E-05
DataValue, -7.295, 500000, 3.85456E-14, -1.0163E-09, 1.2275668789808918E-10, -5.5113663415605077E-05
DataValue, -7.28, 500000, 3.65406E-14, -1.80541E-09, 1.1637133757961782E-10, -5.6234576035031805E-05
DataValue, -7.2650000000000006, 500000, 3.65144E-14, -5.0835E-09, 1.1628789808917195E-10, -5.732516620222923E-05
DataValue, -7.25, 500000, 3.76014E-14, 1.4523100000000001E-08, 1.1974968152866242E-10, -5.8431592356687867E-05
DataValue, -7.235, 500000, 4.00024E-14, 6.78767E-09, 1.27396178343949E-10, -5.959008857484071E-05
DataValue, -7.22, 500000, 3.8688E-14, 1.05663E-08, 1.2321019108280253E-10, -6.0764805931528649E-05
DataValue, -7.205, 500000, 3.9261E-14, 1.76318E-09, 1.2503503184713376E-10, -6.19284554140127E-05
DataValue, -7.19, 500000, 3.79133E-14, -4.38359E-10, 1.2074299363057323E-10, -6.3080539908439434E-05
DataValue, -7.175, 500000, 3.89973E-14, 8.55876E-09, 1.2419522292993629E-10, -6.4228687798566862E-05
DataValue, -7.16, 500000, 4.07956E-14, -5.69155E-09, 1.2992229299363056E-10, -6.5419863654458556E-05
DataValue, -7.1450000000000005, 500000, 4.05133E-14, 2.31594E-09, 1.2902324840764329E-10, -6.6633670879777E-05
DataValue, -7.13, 500000, 4.37143E-14, 5.50551E-09, 1.3921751592356686E-10, -6.7891049462579585E-05
DataValue, -7.115, 500000, 3.90842E-14, 2.63787E-09, 1.24471974522293E-10, -6.9127093949044539E-05
DataValue, -7.1000000000000005, 500000, 3.82901E-14, -1.0055300000000001E-08, 1.2194299363057323E-10, -7.0282164112261069E-05
DataValue, -7.085, 500000, 4.01919E-14, 6.03215E-09, 1.2799968152866241E-10, -7.1453770402070028E-05
DataValue, -7.07, 500000, 4.02075E-14, -5.67002E-09, 1.2804936305732485E-10, -7.2654000298566821E-05
DataValue, -7.055, 500000, 3.69315E-14, -6.15751E-09, 1.1761624203821656E-10, -7.38055578224522E-05
DataValue, -7.04, 500000, 4.09789E-14, -6.20863E-09, 1.30506050955414E-10, -7.4968631070859826E-05
DataValue, -7.025, 500000, 3.78122E-14, -3.58605E-10, 1.2042101910828025E-10, -7.6144851711783371E-05
DataValue, -7.01, 500000, 4.14091E-14, -5.61383E-09, 1.3187611464968154E-10, -7.7327494526273854E-05
DataValue, -6.995, 500000, 3.95727E-14, 8.19951E-09, 1.2602770700636942E-10, -7.8536418690286578E-05
DataValue, -6.98, 500000, 3.92427E-14, 4.16725E-09, 1.2497675159235669E-10, -7.9713002089968065E-05
DataValue, -6.965, 500000, 3.52958E-14, 1.85371E-09, 1.1240700636942674E-10, -8.0825738455413978E-05
DataValue, -6.95, 500000, 3.89445E-14, 6.31609E-10, 1.2402707006369426E-10, -8.1934023188694216E-05
DataValue, -6.9350000000000005, 500000, 3.86965E-14, -4.05648E-09, 1.2323726114649681E-10, -8.3093074741241962E-05
DataValue, -6.92, 500000, 3.77865E-14, -1.63007E-09, 1.203391719745223E-10, -8.4234839271496776E-05
DataValue, -6.905, 500000, 3.95894E-14, 2.7217E-10, 1.260808917197452E-10, -8.5389933320063628E-05
DataValue, -6.8900000000000006, 500000, 3.81799E-14, 2.81922E-09, 1.215920382165605E-10, -8.655090017914004E-05
DataValue, -6.875, 500000, 3.8243E-14, 2.26274E-09, 1.2179299363057324E-10, -8.7691767515923536E-05
DataValue, -6.86, 500000, 3.83309E-14, -2.23048E-11, 1.2207292993630572E-10, -8.8834889032643263E-05
DataValue, -6.845, 500000, 4.00195E-14, 5.0936800000000006E-10, 1.2745063694267515E-10, -9.0004530752388532E-05
DataValue, -6.83, 500000, 4.4870699999999996E-14, 2.4425E-09, 1.4290031847133758E-10, -9.1271800855891681E-05
DataValue, -6.815, 500000, 4.29876E-14, 7.6136E-09, 1.3690318471337578E-10, -9.258337977707E-05
DataValue, -6.8, 500000, 4.3118599999999997E-14, 1.39457E-09, 1.3732038216560507E-10, -9.3868802746815272E-05
DataValue, -6.785, 500000, 3.5106E-14, 1.67542E-09, 1.1180254777070065E-10, -9.50365664808917E-05
DataValue, -6.7700000000000005, 500000, 3.90294E-14, 1.02872E-08, 1.2429745222929935E-10, -9.6143285230891671E-05
DataValue, -6.755, 500000, 3.61562E-14, 3.00367E-09, 1.1514713375796178E-10, -9.7265681727707E-05
DataValue, -6.74, 500000, 3.9889499999999996E-14, 1.00066E-08, 1.2703662420382162E-10, -9.8400918093152846E-05
DataValue, -6.7250000000000005, 500000, 4.39905E-14, -1.50863E-09, 1.4009713375796178E-10, -9.9653107583598676E-05
DataValue, -6.71, 500000, 3.83688E-14, 9.67954E-11, 1.221936305732484E-10, -0.00010088259554140127
DataValue, -6.695, 500000, 3.60952E-14, -1.16188E-08, 1.1495286624203821E-10, -0.00010199421974522291
DataValue, -6.68, 500000, 3.74566E-14, -5.24507E-09, 1.192885350318471E-10, -0.00010309222631369429
DataValue, -6.665, 500000, 4.1030599999999996E-14, -2.41406E-09, 1.3067070063694266E-10, -0.00010426391023089172
DataValue, -6.65, 500000, 3.84571E-14, -8.76973E-10, 1.2247484076433119E-10, -0.00010545052995621016
DataValue, -6.635, 500000, 4.25093E-14, -6.17327E-09, 1.3537993630573249E-10, -0.00010665922422372613
DataValue, -6.62, 500000, 3.66658E-14, -6.31571E-09, 1.1677006369426752E-10, -0.0001078411773487261
DataValue, -6.605, 500000, 4.19508E-14, 8.94774E-09, 1.3360127388535032E-10, -0.00010901479299363054
DataValue, -6.59, 500000, 3.80656E-14, 1.40892E-09, 1.21228025477707E-10, -0.00011020930533439492
DataValue, -6.575, 500000, 3.91834E-14, -4.27639E-09, 1.2478789808917196E-10, -0.00011136250497611464
DataValue, -6.5600000000000005, 500000, 4.0846499999999997E-14, -4.77779E-09, 1.3008439490445859E-10, -0.00011255721884952226
DataValue, -6.545, 500000, 4.11447E-14, -1.421E-09, 1.31034076433121E-10, -0.00011378121168391721
DataValue, -6.53, 500000, 3.99687E-14, -2.65331E-10, 1.2728885350318471E-10, -0.00011499210041799361
DataValue, -6.5150000000000006, 500000, 4.2650299999999996E-14, 4.02531E-10, 1.3582898089171974E-10, -0.0001162254652667197
DataValue, -6.5, 500000, 4.32143E-14, 4.2354E-09, 1.376251592356688E-10, -0.00011750728154856689
DataValue, -6.485, 500000, 4.5029799999999997E-14, 5.64077E-09, 1.4340700636942676E-10, -0.00011882461982484074
