
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2018 13:39:13
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 15
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #144_Noff_trigate_W30_S50_3qt3
MetaData, TestRecord.LinkKey, ed9c6d1b-5e52-4c57-a839-0b04ff949b48
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -8
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 6.9
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.1E-14, -1.3E-08, 1E-10, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 5.8E-13, 6.1E-07, 1.9E-09, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.2348993288590604
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 63.695810564663013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 1001, 1001, 1001, 1001, 1001, 1001
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -8, 500000, 4.01133E-14, -3.28563E-09, 1.2774936305732483E-10, 0
DataValue, -7.985, 500000, 3.8165899999999996E-14, -1.94901E-09, 1.2154745222929934E-10, -1.1685788216560258E-06
DataValue, -7.97, 500000, 3.73438E-14, -1.80764E-09, 1.1892929936305731E-10, -2.2958135947452404E-06
DataValue, -7.955, 500000, 3.69203E-14, -1.09122E-09, 1.1758057324840762E-10, -3.4044536226114586E-06
DataValue, -7.94, 500000, 3.66866E-14, 2.15306E-12, 1.1683630573248406E-10, -4.5032827428343647E-06
DataValue, -7.925, 500000, 3.60991E-14, 2.24885E-09, 1.1496528662420383E-10, -5.58985270700638E-06
DataValue, -7.91, 500000, 3.56422E-14, -3.25326E-09, 1.1351019108280254E-10, -6.66083150875795E-06
DataValue, -7.8950000000000005, 500000, 3.70391E-14, -5.979E-09, 1.1795891719745221E-10, -7.74584295382162E-06
DataValue, -7.88, 500000, 3.84386E-14, 6.72766E-10, 1.2241592356687898E-10, -8.8726000199044649E-06
DataValue, -7.865, 500000, 3.61919E-14, -5.02301E-09, 1.152608280254777E-10, -9.9867097929936124E-06
DataValue, -7.8500000000000005, 500000, 3.78826E-14, 2.4823E-09, 1.2064522292993628E-10, -1.1092519406847092E-05
DataValue, -7.835, 500000, 3.6221E-14, 8.64599E-09, 1.1535350318471337E-10, -1.2198763435509553E-05
DataValue, -7.82, 500000, 3.83692E-14, 1.52728E-09, 1.2219490445859871E-10, -1.3312271596337555E-05
DataValue, -7.8050000000000006, 500000, 3.74955E-14, -1.9074E-09, 1.1941242038216559E-10, -1.4444805931528612E-05
DataValue, -7.79, 500000, 3.3718899999999997E-14, -6.00958E-09, 1.0738503184713373E-10, -1.5507918988853493E-05
DataValue, -7.775, 500000, 3.65227E-14, 1.87018E-09, 1.1631433121019106E-10, -1.6556509753184683E-05
DataValue, -7.76, 500000, 3.45496E-14, 2.15378E-09, 1.1003057324840763E-10, -1.7617501492834406E-05
DataValue, -7.745, 500000, 3.47958E-14, 4.04736E-10, 1.1081464968152867E-10, -1.8652713475318455E-05
DataValue, -7.73, 500000, 4.14302E-14, 1.69743E-09, 1.3194331210191083E-10, -1.9790641421178309E-05
DataValue, -7.715, 500000, 3.70611E-14, 4.829E-09, 1.1802898089171974E-10, -2.0962386544585992E-05
DataValue, -7.7, 500000, 3.56739E-14, -2.9752E-09, 1.1361114649681527E-10, -2.2048199641719727E-05
DataValue, -7.6850000000000005, 500000, 3.2847E-14, -3.08666E-09, 1.0460828025477706E-10, -2.3071103204617798E-05
DataValue, -7.67, 500000, 3.4005699999999996E-14, 1.77778E-09, 1.0829840764331208E-10, -2.406910330414013E-05
DataValue, -7.655, 500000, 3.63844E-14, 4.96996E-09, 1.1587388535031847E-10, -2.5119910927547749E-05
DataValue, -7.6400000000000006, 500000, 3.33184E-14, 9.11094E-09, 1.0610955414012738E-10, -2.6160458300159193E-05
DataValue, -7.625, 500000, 3.67693E-14, 1.8695E-09, 1.1709968152866241E-10, -2.7206751592356687E-05
DataValue, -7.61, 500000, 3.56682E-14, -6.3079400000000009E-10, 1.1359299363057323E-10, -2.8288123507165579E-05
DataValue, -7.595, 500000, 3.59527E-14, -8.8986200000000009E-10, 1.1449904458598724E-10, -2.9357304936305746E-05
DataValue, -7.58, 500000, 3.67851E-14, -9.55446E-09, 1.1714999999999998E-10, -3.0443159832802541E-05
DataValue, -7.565, 500000, 3.4713E-14, -1.60168E-09, 1.1055095541401274E-10, -3.15105080613057E-05
DataValue, -7.55, 500000, 3.33588E-14, -4.57813E-09, 1.0623821656050954E-10, -3.2526707304936314E-05
DataValue, -7.535, 500000, 3.55493E-14, 3.60138E-09, 1.1321433121019108E-10, -3.3555391122611451E-05
DataValue, -7.5200000000000005, 500000, 3.72299E-14, -2.02587E-09, 1.1856656050955416E-10, -3.4641864052547735E-05
DataValue, -7.505, 500000, 3.33903E-14, -5.15438E-09, 1.0633853503184714E-10, -3.56961066878981E-05
DataValue, -7.49, 500000, 3.47463E-14, 4.31884E-09, 1.1065700636942675E-10, -3.6713273288216539E-05
DataValue, -7.4750000000000005, 500000, 3.56686E-14, 6.20876E-10, 1.1359426751592357E-10, -3.7764451134554104E-05
DataValue, -7.46, 500000, 3.71857E-14, -1.88667E-09, 1.1842579617834397E-10, -3.8852045183121025E-05
DataValue, -7.445, 500000, 3.55029E-14, -3.98798E-09, 1.1306656050955414E-10, -3.9937165605095521E-05
DataValue, -7.43, 500000, 3.31921E-14, -1.29618E-08, 1.0570732484076435E-10, -4.0962668192675173E-05
DataValue, -7.415, 500000, 3.43388E-14, -5.53446E-09, 1.093592356687898E-10, -4.1970792695063689E-05
DataValue, -7.4, 500000, 3.42003E-14, -3.13009E-09, 1.0891815286624202E-10, -4.2993967953821628E-05
DataValue, -7.385, 500000, 3.30438E-14, -4.6465200000000006E-10, 1.0523503184713377E-10, -4.3997811007165612E-05
DataValue, -7.37, 500000, 3.6156099999999996E-14, 2.76525E-09, 1.151468152866242E-10, -4.5030850915605082E-05
DataValue, -7.355, 500000, 3.81744E-14, 5.89876E-09, 1.2157452229299362E-10, -4.614048218550952E-05
DataValue, -7.34, 500000, 3.54519E-14, -5.49778E-09, 1.1290414012738853E-10, -4.72396009156051E-05
DataValue, -7.325, 500000, 3.6756999999999997E-14, 2.82319E-09, 1.1706050955414012E-10, -4.8317560210987237E-05
DataValue, -7.3100000000000005, 500000, 3.66784E-14, -6.67337E-09, 1.1681019108280253E-10, -4.9413829120222887E-05
DataValue, -7.295, 500000, 3.27974E-14, 5.69144E-10, 1.0445031847133757E-10, -5.0450987758757958E-05
DataValue, -7.28, 500000, 3.39179E-14, 4.71847E-09, 1.0801878980891719E-10, -5.1446936703821633E-05
DataValue, -7.2650000000000006, 500000, 3.47034E-14, 9.16675E-09, 1.1052038216560509E-10, -5.2471339072452183E-05
DataValue, -7.25, 500000, 3.75037E-14, 4.45028E-09, 1.1943853503184714E-10, -5.3549271496815283E-05
DataValue, -7.235, 500000, 3.34417E-14, -2.41278E-09, 1.0650222929936304E-10, -5.4608368829617811E-05
DataValue, -7.22, 500000, 3.67677E-14, -3.85241E-09, 1.1709458598726116E-10, -5.5656478901273893E-05
DataValue, -7.205, 500000, 3.56161E-14, -5.97506E-09, 1.1342707006369424E-10, -5.6737049164012727E-05
DataValue, -7.19, 500000, 3.41697E-14, 4.4619100000000005E-10, 1.0882070063694266E-10, -5.7778835589171939E-05
DataValue, -7.175, 500000, 3.23686E-14, 5.19953E-09, 1.0308471337579617E-10, -5.8772142217356692E-05
DataValue, -7.16, 500000, 3.79753E-14, -5.10744E-09, 1.2094044585987262E-10, -5.9822260151273866E-05
DataValue, -7.1450000000000005, 500000, 3.79014E-14, 2.10475E-09, 1.207050955414013E-10, -6.0954973626592312E-05
DataValue, -7.13, 500000, 3.50264E-14, 1.09739E-08, 1.1154904458598727E-10, -6.204366490843948E-05
DataValue, -7.115, 500000, 3.32573E-14, -5.80965E-09, 1.0591496815286623E-10, -6.3063027468152836E-05
DataValue, -7.1000000000000005, 500000, 3.77802E-14, -1.76913E-09, 1.2031910828025477E-10, -6.4123499701433073E-05
DataValue, -7.085, 500000, 3.45051E-14, 1.02144E-09, 1.0988885350318472E-10, -6.5202599522292992E-05
DataValue, -7.07, 500000, 3.4174299999999997E-14, -5.83202E-09, 1.0883535031847132E-10, -6.6227869227706985E-05
DataValue, -7.055, 500000, 3.67607E-14, -6.47492E-09, 1.1707229299363057E-10, -6.7286811305732508E-05
DataValue, -7.04, 500000, 3.26412E-14, 7.34453E-09, 1.0395286624203821E-10, -6.8322866739649684E-05
DataValue, -7.025, 500000, 3.34438E-14, 5.1966E-09, 1.0650891719745222E-10, -6.9309406349522264E-05
DataValue, -7.01, 500000, 3.50951E-14, 7.95372E-09, 1.1176783439490447E-10, -7.0332578622611484E-05
DataValue, -6.995, 500000, 3.7517499999999996E-14, 8.56291E-09, 1.1948248407643309E-10, -7.1416564490445864E-05
DataValue, -6.98, 500000, 3.6614899999999996E-14, -7.54736E-09, 1.1660796178343949E-10, -7.252323845541398E-05
DataValue, -6.965, 500000, 3.77829E-14, 7.88666E-09, 1.2032770700636941E-10, -7.3633874402866253E-05
DataValue, -6.95, 500000, 3.30457E-14, 6.62818E-09, 1.0524108280254776E-10, -7.4691228105095542E-05
DataValue, -6.9350000000000005, 500000, 3.3574799999999996E-14, -1.06213E-09, 1.069261146496815E-10, -7.5685761843152845E-05
DataValue, -6.92, 500000, 3.59552E-14, 7.77253E-09, 1.1450700636942675E-10, -7.6723729597929968E-05
DataValue, -6.905, 500000, 3.42212E-14, 3.58517E-09, 1.0898471337579616E-10, -7.7771347034235683E-05
DataValue, -6.8900000000000006, 500000, 3.49806E-14, 5.35133E-09, 1.1140318471337579E-10, -7.8804415306528642E-05
DataValue, -6.875, 500000, 3.52268E-14, 3.70161E-09, 1.1218726114649682E-10, -7.9852495521496848E-05
DataValue, -6.86, 500000, 3.37761E-14, -5.05609E-09, 1.0756719745222928E-10, -8.0882594546178351E-05
DataValue, -6.845, 500000, 3.43236E-14, 7.93598E-09, 1.0931082802547771E-10, -8.1899210290605157E-05
DataValue, -6.83, 500000, 3.40638E-14, 6.20817E-09, 1.0848343949044587E-10, -8.2920120919586016E-05
DataValue, -6.815, 500000, 3.6701E-14, 6.33997E-09, 1.1688216560509556E-10, -8.3976522193471336E-05
DataValue, -6.8, 500000, 3.8108E-14, -5.30649E-09, 1.2136305732484076E-10, -8.5093296675955456E-05
DataValue, -6.785, 500000, 3.42199E-14, -9.2482400000000005E-10, 1.0898057324840762E-10, -8.6173032444267531E-05
DataValue, -6.7700000000000005, 500000, 3.61093E-14, -6.51285E-09, 1.1499777070063693E-10, -8.7222930931528655E-05
DataValue, -6.755, 500000, 3.52009E-14, 1.63543E-09, 1.121047770700637E-10, -8.8287474124203863E-05
DataValue, -6.74, 500000, 3.34977E-14, -5.59176E-09, 1.0668057324840765E-10, -8.9313030453821665E-05
DataValue, -6.7250000000000005, 500000, 3.6476299999999997E-14, -5.56022E-09, 1.1616656050955413E-10, -9.0357626393312087E-05
DataValue, -6.71, 500000, 3.39607E-14, -6.6583300000000009E-10, 1.0815509554140126E-10, -9.1409134156050965E-05
DataValue, -6.695, 500000, 3.4263E-14, -5.41504E-09, 1.0911783439490446E-10, -9.24276010151274E-05
DataValue, -6.68, 500000, 3.46789E-14, 1.1968200000000001E-08, 1.1044235668789808E-10, -9.3456789410828068E-05
DataValue, -6.665, 500000, 3.59274E-14, -9.09659E-10, 1.144184713375796E-10, -9.4510824542197488E-05
DataValue, -6.65, 500000, 3.3803799999999996E-14, 3.48698E-09, 1.0765541401273885E-10, -9.5551795879777074E-05
DataValue, -6.635, 500000, 3.42584E-14, 1.14132E-09, 1.0910318471337579E-10, -9.6567851811305775E-05
DataValue, -6.62, 500000, 3.18677E-14, 3.5312E-10, 1.0148949044585986E-10, -9.7555004976114678E-05
DataValue, -6.605, 500000, 3.2766699999999997E-14, 3.90703E-09, 1.0435254777070063E-10, -9.8519889530254777E-05
DataValue, -6.59, 500000, 3.33169E-14, 3.96513E-09, 1.0610477707006368E-10, -9.95064082404459E-05
DataValue, -6.575, 500000, 3.93545E-14, -2.98548E-09, 1.2533280254777071E-10, -0.00010059127189490449
DataValue, -6.5600000000000005, 500000, 3.44422E-14, 2.39249E-09, 1.0968853503184713E-10, -0.00010169293441480893
DataValue, -6.545, 500000, 3.27405E-14, 4.89828E-10, 1.0426910828025477E-10, -0.00010269586086783443
DataValue, -6.53, 500000, 3.55824E-14, 9.00538E-09, 1.1331974522292994E-10, -0.00010371580861863058
DataValue, -6.5150000000000006, 500000, 3.7830099999999996E-14, -4.19312E-09, 1.2047802547770699E-10, -0.00010481173566878979
DataValue, -6.5, 500000, 3.84508E-14, -6.5841E-10, 1.2245477707006368E-10, -0.00010595048318073253
