
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/14/2019 12:08:18
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 9
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #188_Diode_bridge_W250_1
MetaData, TestRecord.LinkKey, c547e3d5-676c-4b4e-8546-0523398ab20a
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -20
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, -0.48
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.1E-11, 1.9E-06, 1.4E-07, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.2E-10, 6.9E-05, 2.9E-06, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.79405737704918034
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.11483253588516744
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.79405737704918034
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.11483253588516744
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.79405737704918034
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.11483253588516744
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.79405737704918034
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.11483253588516744
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.79405737704918034
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.11483253588516744
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 501, 501, 501, 501, 501, 501
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -20, 1000000, 1.12772E-11, 1.98062E-06, 1.4365859872611463E-07, 0
DataValue, -19.96, 1000000, 1.12879E-11, 2.16386E-06, 1.4379490445859872E-07, -0.0035931687898088393
DataValue, -19.92, 1000000, 1.12932E-11, 2.2876399999999998E-06, 1.4386242038216561E-07, -0.0071888853503183168
DataValue, -19.88, 1000000, 1.12965E-11, 2.36775E-06, 1.439044585987261E-07, -0.010785971337579706
DataValue, -19.84, 1000000, 1.12969E-11, 2.4128799999999997E-06, 1.4390955414012738E-07, -0.014383646496815299
DataValue, -19.8, 1000000, 1.12991E-11, 2.45847E-06, 1.4393757961783439E-07, -0.017981735668789744
DataValue, -19.76, 1000000, 1.12997E-11, 2.4875699999999997E-06, 1.4394522292993632E-07, -0.0215802707006368
DataValue, -19.72, 1000000, 1.1301099999999999E-11, 2.51009E-06, 1.4396305732484076E-07, -0.025179124203821759
DataValue, -19.68, 1000000, 1.1301E-11, 2.53276E-06, 1.4396178343949044E-07, -0.028778184713375825
DataValue, -19.64, 1000000, 1.12975E-11, 2.5288899999999998E-06, 1.4391719745222931E-07, -0.032376671974522243
DataValue, -19.6, 1000000, 1.12936E-11, 2.52607E-06, 1.4386751592356686E-07, -0.035973980891719617
DataValue, -19.56, 1000000, 1.12899E-11, 2.51938E-06, 1.4382038216560509E-07, -0.039570079617834514
DataValue, -19.52, 1000000, 1.12848E-11, 2.5165999999999998E-06, 1.4375541401273885E-07, -0.043164777070063727
DataValue, -19.48, 1000000, 1.12834E-11, 2.52994E-06, 1.4373757961783438E-07, -0.046758439490445822
DataValue, -19.44, 1000000, 1.12771E-11, 2.5167499999999997E-06, 1.4365732484076433E-07, -0.050350875796178231
DataValue, -19.400000000000002, 1000000, 1.12742E-11, 2.5161699999999997E-06, 1.436203821656051E-07, -0.05394184713375777
DataValue, -19.36, 1000000, 1.1269E-11, 2.50499E-06, 1.4355414012738854E-07, -0.057531528662420436
DataValue, -19.32, 1000000, 1.12642E-11, 2.4973599999999998E-06, 1.4349299363057323E-07, -0.061119617834394881
DataValue, -19.28, 1000000, 1.12598E-11, 2.47575E-06, 1.4343694267515921E-07, -0.064706242038216455
DataValue, -19.240000000000002, 1000000, 1.12566E-11, 2.47877E-06, 1.4339617834394906E-07, -0.068291656050955232
DataValue, -19.2, 1000000, 1.12545E-11, 2.47423E-06, 1.4336942675159235E-07, -0.071876226114649749
DataValue, -19.16, 1000000, 1.12521E-11, 2.47107E-06, 1.4333885350318469E-07, -0.07546007961783438
DataValue, -19.12, 1000000, 1.1252E-11, 2.4815999999999997E-06, 1.4333757961783437E-07, -0.079043535031847037
DataValue, -19.080000000000002, 1000000, 1.1251E-11, 2.48762E-06, 1.4332484076433121E-07, -0.082626815286624036
DataValue, -19.04, 1000000, 1.1247199999999999E-11, 2.48475E-06, 1.4327643312101909E-07, -0.086209331210191156
DataValue, -19, 1000000, 1.1244E-11, 2.4722899999999998E-06, 1.432356687898089E-07, -0.089790732484076444
DataValue, -18.96, 1000000, 1.12399E-11, 2.45919E-06, 1.4318343949044586E-07, -0.093370971337579545
DataValue, -18.92, 1000000, 1.12369E-11, 2.4528E-06, 1.4314522292993631E-07, -0.096950079617834237
DataValue, -18.88, 1000000, 1.12343E-11, 2.4494099999999996E-06, 1.4311210191082802E-07, -0.10052829617834404
DataValue, -18.84, 1000000, 1.12304E-11, 2.43807E-06, 1.430624203821656E-07, -0.10410547770700639
DataValue, -18.8, 1000000, 1.12276E-11, 2.43271E-06, 1.4302675159235669E-07, -0.10768159235668784
DataValue, -18.76, 1000000, 1.12255E-11, 2.4336999999999997E-06, 1.43E-07, -0.11125692675159223
DataValue, -18.72, 1000000, 1.12225E-11, 2.4238499999999997E-06, 1.4296178343949044E-07, -0.1148314490445861
DataValue, -18.68, 1000000, 1.12207E-11, 2.42341E-06, 1.4293885350318472E-07, -0.11840520700636947
DataValue, -18.64, 1000000, 1.12176E-11, 2.4190799999999997E-06, 1.4289936305732484E-07, -0.12197818471337574
DataValue, -18.6, 1000000, 1.12138E-11, 2.40968E-06, 1.4285095541401275E-07, -0.12555006369426741
DataValue, -18.56, 1000000, 1.1212E-11, 2.4085699999999997E-06, 1.4282802547770702E-07, -0.12912105095541412
DataValue, -18.52, 1000000, 1.12103E-11, 2.41214E-06, 1.4280636942675159E-07, -0.13269148089171978
DataValue, -18.48, 1000000, 1.12077E-11, 2.4147999999999997E-06, 1.4277324840764332E-07, -0.13626122611464964
DataValue, -18.44, 1000000, 1.12081E-11, 2.42596E-06, 1.4277834394904458E-07, -0.13983062101910818
DataValue, -18.400000000000002, 1000000, 1.12053E-11, 2.42739E-06, 1.4274267515923567E-07, -0.14339963375796161
DataValue, -18.36, 1000000, 1.1202599999999999E-11, 2.41613E-06, 1.4270828025477705E-07, -0.146967770700637
DataValue, -18.32, 1000000, 1.12016E-11, 2.4119899999999997E-06, 1.4269554140127389E-07, -0.15053531847133755
DataValue, -18.28, 1000000, 1.11991E-11, 2.4047199999999997E-06, 1.4266369426751592E-07, -0.15410230891719737
DataValue, -18.240000000000002, 1000000, 1.11983E-11, 2.3998699999999997E-06, 1.4265350318471337E-07, -0.15766877388535014
DataValue, -18.2, 1000000, 1.11966E-11, 2.40146E-06, 1.4263184713375794E-07, -0.16123484076433126
DataValue, -18.16, 1000000, 1.1197E-11, 2.40278E-06, 1.426369426751592E-07, -0.16480070063694263
DataValue, -18.12, 1000000, 1.11949E-11, 2.4004399999999998E-06, 1.4261019108280256E-07, -0.16836628980891708
DataValue, -18.080000000000002, 1000000, 1.11953E-11, 2.4088299999999997E-06, 1.4261528662420382E-07, -0.17193160828025461
DataValue, -18.04, 1000000, 1.11936E-11, 2.40681E-06, 1.4259363057324839E-07, -0.175496719745223
DataValue, -18, 1000000, 1.1193E-11, 2.41135E-06, 1.4258598726114651E-07, -0.17906146496815284
DataValue, -17.96, 1000000, 1.11927E-11, 2.41557E-06, 1.4258216560509552E-07, -0.18262606687898078
DataValue, -17.92, 1000000, 1.11925E-11, 2.42328E-06, 1.4257961783439488E-07, -0.18619058917197434
DataValue, -17.88, 1000000, 1.1192E-11, 2.4216099999999997E-06, 1.4257324840764333E-07, -0.18975500000000004
DataValue, -17.84, 1000000, 1.11899E-11, 2.4128E-06, 1.4254649681528661E-07, -0.19331899681528661
DataValue, -17.8, 1000000, 1.11878E-11, 2.4116E-06, 1.4251974522292995E-07, -0.19688232484076423
DataValue, -17.76, 1000000, 1.11868E-11, 2.4095E-06, 1.4250700636942677E-07, -0.20044515923566858
DataValue, -17.72, 1000000, 1.1186999999999999E-11, 2.40654E-06, 1.4250955414012738E-07, -0.20400786624203826
DataValue, -17.68, 1000000, 1.11862E-11, 2.4012E-06, 1.4249936305732484E-07, -0.20757047770700635
DataValue, -17.64, 1000000, 1.1186E-11, 2.4015899999999997E-06, 1.424968152866242E-07, -0.21113292993630561
DataValue, -17.6, 1000000, 1.11857E-11, 2.39821E-06, 1.4249299363057323E-07, -0.21469530254777053
DataValue, -17.56, 1000000, 1.11857E-11, 2.40143E-06, 1.4249299363057323E-07, -0.2182576273885351
DataValue, -17.52, 1000000, 1.11856E-11, 2.40282E-06, 1.4249171974522291E-07, -0.22181993630573249
DataValue, -17.48, 1000000, 1.11847E-11, 2.39617E-06, 1.4248025477707005E-07, -0.22538208598726103
DataValue, -17.44, 1000000, 1.1183299999999999E-11, 2.3842499999999997E-06, 1.4246242038216561E-07, -0.22894386942675141
DataValue, -17.400000000000002, 1000000, 1.1182E-11, 2.3862299999999997E-06, 1.4244585987261146E-07, -0.23250522292993608
DataValue, -17.36, 1000000, 1.11806E-11, 2.3785899999999997E-06, 1.4242802547770702E-07, -0.23606614649681529
DataValue, -17.32, 1000000, 1.1178799999999999E-11, 2.37021E-06, 1.4240509554140124E-07, -0.23962656050955405
DataValue, -17.28, 1000000, 1.11774E-11, 2.36804E-06, 1.4238726114649682E-07, -0.24318646496815272
DataValue, -17.240000000000002, 1000000, 1.11767E-11, 2.37277E-06, 1.4237834394904457E-07, -0.24674603503184692
DataValue, -17.2, 1000000, 1.1178E-11, 2.38053E-06, 1.4239490445859872E-07, -0.25030570063694274
DataValue, -17.16, 1000000, 1.11779E-11, 2.38406E-06, 1.4239363057324837E-07, -0.25386555732484073
DataValue, -17.12, 1000000, 1.11789E-11, 2.38932E-06, 1.4240636942675161E-07, -0.25742555732484068
DataValue, -17.080000000000002, 1000000, 1.11793E-11, 2.3900999999999998E-06, 1.4241146496815287E-07, -0.26098578025477687
DataValue, -17.04, 1000000, 1.11789E-11, 2.3852E-06, 1.4240636942675161E-07, -0.26454600318471339
DataValue, -17, 1000000, 1.11787E-11, 2.38362E-06, 1.4240382165605094E-07, -0.26810613057324839
DataValue, -16.96, 1000000, 1.11763E-11, 2.37218E-06, 1.4237324840764331E-07, -0.27166584394904453
DataValue, -16.92, 1000000, 1.11745E-11, 2.36994E-06, 1.4235031847133759E-07, -0.27522488853503169
DataValue, -16.88, 1000000, 1.11723E-11, 2.36568E-06, 1.4232229299363058E-07, -0.278783296178344
DataValue, -16.84, 1000000, 1.11706E-11, 2.357E-06, 1.4230063694267514E-07, -0.28234108280254777
DataValue, -16.8, 1000000, 1.11687E-11, 2.3517399999999997E-06, 1.422764331210191E-07, -0.28589829617834389
DataValue, -16.76, 1000000, 1.1167299999999999E-11, 2.3483199999999997E-06, 1.4225859872611463E-07, -0.289454984076433
DataValue, -16.72, 1000000, 1.11676E-11, 2.35594E-06, 1.4226242038216562E-07, -0.29301149681528671
DataValue, -16.68, 1000000, 1.11678E-11, 2.35982E-06, 1.4226496815286623E-07, -0.29656808917197452
DataValue, -16.64, 1000000, 1.11664E-11, 2.3484899999999998E-06, 1.4224713375796176E-07, -0.30012449044585982
DataValue, -16.6, 1000000, 1.11642E-11, 2.3456499999999997E-06, 1.4221910828025478E-07, -0.30368031847133747
DataValue, -16.56, 1000000, 1.11637E-11, 2.3486399999999997E-06, 1.4221273885350317E-07, -0.30723571656050969
DataValue, -16.52, 1000000, 1.1164299999999999E-11, 2.3518199999999998E-06, 1.4222038216560507E-07, -0.31079113057324848
DataValue, -16.48, 1000000, 1.1163E-11, 2.34639E-06, 1.4220382165605095E-07, -0.31434643312101912
DataValue, -16.44, 1000000, 1.11623E-11, 2.34816E-06, 1.4219490445859873E-07, -0.31790141719745219
DataValue, -16.4, 1000000, 1.11634E-11, 2.3581999999999997E-06, 1.4220891719745224E-07, -0.32145646496815306
DataValue, -16.36, 1000000, 1.11652E-11, 2.3652899999999998E-06, 1.4223184713375796E-07, -0.32501197452229308
DataValue, -16.32, 1000000, 1.1164699999999999E-11, 2.3670199999999997E-06, 1.4222547770700636E-07, -0.32856769108280254
DataValue, -16.28, 1000000, 1.11654E-11, 2.3677299999999998E-06, 1.4223439490445858E-07, -0.33212343949044576
DataValue, -16.240000000000002, 1000000, 1.11654E-11, 2.3687E-06, 1.4223439490445858E-07, -0.33567929936305718
DataValue, -16.2, 1000000, 1.11645E-11, 2.35988E-06, 1.4222292993630572E-07, -0.339235015923567
DataValue, -16.16, 1000000, 1.11637E-11, 2.34896E-06, 1.4221273885350317E-07, -0.34279046178343953
DataValue, -16.12, 1000000, 1.11648E-11, 2.35899E-06, 1.4222675159235668E-07, -0.3463459554140127
DataValue, -16.080000000000002, 1000000, 1.11648E-11, 2.3540899999999998E-06, 1.4222675159235668E-07, -0.34990162420382154
DataValue, -16.04, 1000000, 1.11654E-11, 2.35713E-06, 1.4223439490445858E-07, -0.353457388535032
DataValue, -16, 1000000, 1.1165799999999999E-11, 2.3627699999999997E-06, 1.4223949044585986E-07, -0.3570133121019109
DataValue, -15.96, 1000000, 1.11656E-11, 2.35836E-06, 1.4223694267515922E-07, -0.36056926751592355
DataValue, -15.92, 1000000, 1.11645E-11, 2.3470599999999997E-06, 1.4222292993630572E-07, -0.36412501592356694
