
SetupTitle, MOS cap measurement
PrimitiveTest, C-V Sweep
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/14/2019 12:05:26
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 8
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #188_Diode_bridge_W250
MetaData, TestRecord.LinkKey, 5122f372-31ff-4d73-8bae-cd60de41460c
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VBias
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -10
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, -0.06
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, C, G, C_density, Q_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F, S, F/cm^2, e13/cm2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.2E-11, 6.4E-06, 1.6E-07, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.7E-10, 7E-05, 3.5E-06, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.55331991951710269
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.0891472868217054
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.55331991951710269
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.0891472868217054
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.55331991951710269
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.0891472868217054
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.55331991951710269
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.0891472868217054
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.55331991951710269
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.0891472868217054
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VBias, C, G, Freq
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, F, S, Hz
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, MOS cap measurement
Dimension1, 501, 501, 501, 501, 501, 501
Dimension2, 1, 1, 1, 1, 1, 1
DataName, VBias, Freq, C, G, C_density, Q_density
DataValue, -10, 1000000, 1.34418E-11, 7.50256E-06, 1.7123312101910829E-07, 0
DataValue, -9.98, 1000000, 1.33325E-11, 7.4135099999999993E-06, 1.6984076433121017E-07, -0.0021317117834394445
DataValue, -9.96, 1000000, 1.32413E-11, 7.30585E-06, 1.6867898089171974E-07, -0.0042474601910827119
DataValue, -9.94, 1000000, 1.31566E-11, 7.1382699999999995E-06, 1.676E-07, -0.0063492038216561011
DataValue, -9.92, 1000000, 1.30891E-11, 6.9894699999999993E-06, 1.66740127388535E-07, -0.0084388296178344
DataValue, -9.9, 1000000, 1.30321E-11, 6.85246E-06, 1.6601401273885348E-07, -0.010518542993630536
DataValue, -9.88, 1000000, 1.29952E-11, 6.80394E-06, 1.65543949044586E-07, -0.012590780254776989
DataValue, -9.86, 1000000, 1.29606E-11, 6.7434299999999992E-06, 1.6510318471337578E-07, -0.014657324840764388
DataValue, -9.84, 1000000, 1.29277E-11, 6.68579E-06, 1.6468407643312099E-07, -0.016718495222929945
DataValue, -9.82, 1000000, 1.28983E-11, 6.6145E-06, 1.6430955414012738E-07, -0.018774705414012705
DataValue, -9.8, 1000000, 1.28734E-11, 6.58006E-06, 1.6399235668789806E-07, -0.02082659235668782
DataValue, -9.78, 1000000, 1.2852699999999999E-11, 6.53624E-06, 1.6372866242038215E-07, -0.02287484872611471
DataValue, -9.76, 1000000, 1.2835E-11, 6.51975E-06, 1.6350318471337579E-07, -0.024920047770700653
DataValue, -9.74, 1000000, 1.2822599999999999E-11, 6.5357299999999995E-06, 1.6334522292993629E-07, -0.026962850318471308
DataValue, -9.72, 1000000, 1.28047E-11, 6.50774E-06, 1.6311719745222929E-07, -0.029003240445859804
DataValue, -9.7000000000000011, 1000000, 1.27886E-11, 6.49206E-06, 1.62912101910828E-07, -0.031040923566878868
DataValue, -9.68, 1000000, 1.27752E-11, 6.49862E-06, 1.6274140127388536E-07, -0.033076257961783463
DataValue, -9.66, 1000000, 1.27615E-11, 6.50453E-06, 1.6256687898089172E-07, -0.03510943471337577
DataValue, -9.64, 1000000, 1.27489E-11, 6.50388E-06, 1.6240636942675158E-07, -0.0371405175159235
DataValue, -9.620000000000001, 1000000, 1.27428E-11, 6.5370099999999993E-06, 1.6232866242038215E-07, -0.039170111464968051
DataValue, -9.6, 1000000, 1.27373E-11, 6.57791E-06, 1.6225859872611465E-07, -0.04119878184713379
DataValue, -9.58, 1000000, 1.27274E-11, 6.57435E-06, 1.621324840764331E-07, -0.043226226114649664
DataValue, -9.56, 1000000, 1.27216E-11, 6.5713499999999993E-06, 1.6205859872611463E-07, -0.045252420382165551
DataValue, -9.5400000000000009, 1000000, 1.27155E-11, 6.5949399999999996E-06, 1.6198089171974521E-07, -0.047277667197452133
DataValue, -9.52, 1000000, 1.27154E-11, 6.6281399999999995E-06, 1.6197961783439491E-07, -0.049302420382165646
DataValue, -9.5, 1000000, 1.27135E-11, 6.6623E-06, 1.6195541401273884E-07, -0.051327014331210181
DataValue, -9.48, 1000000, 1.27077E-11, 6.66108E-06, 1.6188152866242035E-07, -0.053350995222929888
DataValue, -9.46, 1000000, 1.27052E-11, 6.6870299999999992E-06, 1.618496815286624E-07, -0.055374315286624107
DataValue, -9.44, 1000000, 1.26975E-11, 6.6801899999999993E-06, 1.6175159235668788E-07, -0.057396823248407676
DataValue, -9.42, 1000000, 1.26886E-11, 6.6536599999999992E-06, 1.6163821656050952E-07, -0.05941800955414013
DataValue, -9.4, 1000000, 1.26781E-11, 6.5874199999999995E-06, 1.6150445859872612E-07, -0.0614376512738853
DataValue, -9.38, 1000000, 1.26693E-11, 6.5422399999999992E-06, 1.6139235668789808E-07, -0.063455756369426672
DataValue, -9.36, 1000000, 1.2664999999999999E-11, 6.5221199999999995E-06, 1.6133757961783438E-07, -0.065472818471337638
DataValue, -9.34, 1000000, 1.26605E-11, 6.5052999999999994E-06, 1.6128025477707006E-07, -0.067489179936305738
DataValue, -9.32, 1000000, 1.26543E-11, 6.4716999999999994E-06, 1.6120127388535031E-07, -0.069504689490445817
DataValue, -9.3, 1000000, 1.26517E-11, 6.4653299999999993E-06, 1.6116815286624204E-07, -0.071519498407643239
DataValue, -9.28, 1000000, 1.2647499999999999E-11, 6.4602099999999994E-06, 1.6111464968152866E-07, -0.073533765923566932
DataValue, -9.26, 1000000, 1.26455E-11, 6.4467699999999994E-06, 1.6108917197452226E-07, -0.075547539808917222
DataValue, -9.24, 1000000, 1.26451E-11, 6.46277E-06, 1.61084076433121E-07, -0.077561122611464958
DataValue, -9.22, 1000000, 1.26451E-11, 6.46323E-06, 1.61084076433121E-07, -0.079574673566878931
DataValue, -9.2000000000000011, 1000000, 1.2646399999999999E-11, 6.44978E-06, 1.6110063694267513E-07, -0.0815883280254776
DataValue, -9.18, 1000000, 1.26445E-11, 6.4432099999999994E-06, 1.6107643312101911E-07, -0.083601934713375833
DataValue, -9.16, 1000000, 1.2643799999999999E-11, 6.43232E-06, 1.6106751592356686E-07, -0.085615334394904458
DataValue, -9.14, 1000000, 1.26433E-11, 6.43043E-06, 1.6106114649681525E-07, -0.087628638535031791
DataValue, -9.120000000000001, 1000000, 1.26467E-11, 6.47116E-06, 1.6110445859872609E-07, -0.0896421735668789
DataValue, -9.1, 1000000, 1.26519E-11, 6.49729E-06, 1.6117070063694266E-07, -0.091656393312101958
DataValue, -9.08, 1000000, 1.2651E-11, 6.4967899999999995E-06, 1.6115923566878982E-07, -0.093670955414012741
DataValue, -9.06, 1000000, 1.26495E-11, 6.47793E-06, 1.6114012738853503E-07, -0.095685326433120971
DataValue, -9.0400000000000009, 1000000, 1.26513E-11, 6.47954E-06, 1.6116305732484076E-07, -0.097699721337579537
DataValue, -9.02, 1000000, 1.26551E-11, 6.48907E-06, 1.6121146496815285E-07, -0.099714562101910875
DataValue, -9, 1000000, 1.26627E-11, 6.52044E-06, 1.6130828025477707E-07, -0.10173031050955415
DataValue, -8.98, 1000000, 1.26679E-11, 6.5416599999999993E-06, 1.6137452229299363E-07, -0.10374707802547767
DataValue, -8.96, 1000000, 1.26757E-11, 6.6008799999999992E-06, 1.6147388535031847E-07, -0.10576488057324833
DataValue, -8.94, 1000000, 1.26808E-11, 6.6449899999999992E-06, 1.6153885350318468E-07, -0.10778371019108285
DataValue, -8.92, 1000000, 1.26865E-11, 6.66449E-06, 1.6161146496815286E-07, -0.10980339968152866
DataValue, -8.9, 1000000, 1.2695099999999999E-11, 6.69956E-06, 1.6172101910828026E-07, -0.11182422770700633
DataValue, -8.88, 1000000, 1.27021E-11, 6.7591099999999992E-06, 1.6181019108280255E-07, -0.11384629777070056
DataValue, -8.86, 1000000, 1.27145E-11, 6.83126E-06, 1.6196815286624205E-07, -0.11586991242038222
DataValue, -8.84, 1000000, 1.27265E-11, 6.91787E-06, 1.6212101910828023E-07, -0.11789546974522294
DataValue, -8.82, 1000000, 1.27393E-11, 7.0052699999999993E-06, 1.62284076433121E-07, -0.11992300159235665
DataValue, -8.8, 1000000, 1.27562E-11, 7.11183E-06, 1.6249936305732486E-07, -0.12195289808917188
DataValue, -8.78, 1000000, 1.2768699999999999E-11, 7.16903E-06, 1.6265859872611463E-07, -0.12398513535031853
DataValue, -8.76, 1000000, 1.27848E-11, 7.2274099999999995E-06, 1.6286369426751595E-07, -0.12601964968152868
DataValue, -8.74, 1000000, 1.28023E-11, 7.31192E-06, 1.6308662420382167E-07, -0.1280568391719745
DataValue, -8.72, 1000000, 1.28253E-11, 7.4234499999999992E-06, 1.6337961783439488E-07, -0.1300972531847133
DataValue, -8.7000000000000011, 1000000, 1.2848999999999999E-11, 7.5305499999999994E-06, 1.6368152866242035E-07, -0.13214138535031836
DataValue, -8.68, 1000000, 1.28756E-11, 7.645729999999999E-06, 1.6402038216560507E-07, -0.13418952229299364
DataValue, -8.66, 1000000, 1.291E-11, 7.77382E-06, 1.6445859872611463E-07, -0.13624251592356684
DataValue, -8.64, 1000000, 1.29436E-11, 7.91926E-06, 1.6488662420382164E-07, -0.13830092356687893
DataValue, -8.620000000000001, 1000000, 1.29783E-11, 8.0746999999999991E-06, 1.6532866242038214E-07, -0.14036476910828014
DataValue, -8.6, 1000000, 1.30115E-11, 8.20863E-06, 1.6575159235668789E-07, -0.14243402070063696
DataValue, -8.58, 1000000, 1.3054599999999999E-11, 8.37862E-06, 1.6630063694267515E-07, -0.14450934713375793
DataValue, -8.56, 1000000, 1.30866E-11, 8.49069E-06, 1.667082802547771E-07, -0.14659065286624198
DataValue, -8.5400000000000009, 1000000, 1.31329E-11, 8.6953599999999987E-06, 1.672980891719745E-07, -0.14867819267515911
DataValue, -8.52, 1000000, 1.31721E-11, 8.86262E-06, 1.6779745222929939E-07, -0.15077253980891725
DataValue, -8.5, 1000000, 1.32054E-11, 9.01769E-06, 1.6822165605095539E-07, -0.15287265923566878
DataValue, -8.48, 1000000, 1.32567E-11, 9.2718299999999986E-06, 1.6887515923566879E-07, -0.15497951433121016
DataValue, -8.46, 1000000, 1.3308799999999999E-11, 9.491429999999999E-06, 1.695388535031847E-07, -0.15709460191082791
DataValue, -8.44, 1000000, 1.33774E-11, 9.813919999999999E-06, 1.7041273885350318E-07, -0.15921929936305737
DataValue, -8.42, 1000000, 1.34546E-11, 1.01279E-05, 1.7139617834394902E-07, -0.16135560509554139
DataValue, -8.4, 1000000, 1.35388E-11, 1.0469100000000001E-05, 1.7246878980891719E-07, -0.16350476114649676
DataValue, -8.38, 1000000, 1.36387E-11, 1.08727E-05, 1.7374140127388534E-07, -0.16566857484076422
DataValue, -8.36, 1000000, 1.3736299999999999E-11, 1.12196E-05, 1.7498471337579617E-07, -0.16784811305732489
DataValue, -8.34, 1000000, 1.38443E-11, 1.15825E-05, 1.7636050955414012E-07, -0.17004402070063693
DataValue, -8.32, 1000000, 1.3945E-11, 1.19335E-05, 1.7764331210191084E-07, -0.17225654458598722
DataValue, -8.3, 1000000, 1.4095399999999999E-11, 1.24248E-05, 1.7955923566878977E-07, -0.17448906050955407
DataValue, -8.28, 1000000, 1.42522E-11, 1.2861100000000001E-05, 1.8155668789808917E-07, -0.17674603503184722
DataValue, -8.26, 1000000, 1.44092E-11, 1.33294E-05, 1.8355668789808919E-07, -0.17902799363057326
DataValue, -8.24, 1000000, 1.45812E-11, 1.3723200000000001E-05, 1.8574777070063695E-07, -0.18133614649681523
DataValue, -8.22, 1000000, 1.47451E-11, 1.4046E-05, 1.8783566878980889E-07, -0.18367104299363046
DataValue, -8.2, 1000000, 1.49285E-11, 1.4457300000000001E-05, 1.9017197452229299E-07, -0.18603359076433124
DataValue, -8.18, 1000000, 1.51278E-11, 1.4857300000000001E-05, 1.9271082802547771E-07, -0.18842660828025479
DataValue, -8.16, 1000000, 1.53552E-11, 1.52294E-05, 1.9560764331210191E-07, -0.1908535987261146
DataValue, -8.14, 1000000, 1.55969E-11, 1.56182E-05, 1.9868662420382164E-07, -0.19331793789808907
DataValue, -8.120000000000001, 1000000, 1.58293E-11, 1.5925500000000002E-05, 2.0164713375796175E-07, -0.19582002388535014
DataValue, -8.1, 1000000, 1.6095499999999998E-11, 1.62332E-05, 2.0503821656050955E-07, -0.19836180732484077
DataValue, -8.08, 1000000, 1.6370599999999998E-11, 1.6527E-05, 2.0854267515923563E-07, -0.20094668789808912
DataValue, -8.06, 1000000, 1.66095E-11, 1.6688800000000002E-05, 2.1158598726114648E-07, -0.20357249203821642
DataValue, -8.0400000000000009, 1000000, 1.68744E-11, 1.67858E-05, 2.1496050955414011E-07, -0.20623840764331194
DataValue, -8.02, 1000000, 1.71583E-11, 1.7027E-05, 2.1857707006369426E-07, -0.20894801751592357
DataValue, -8, 1000000, 1.74182E-11, 1.71128E-05, 2.2188789808917198E-07, -0.21170092356687892
DataValue, -7.98, 1000000, 1.77039E-11, 1.7206600000000002E-05, 2.2552738853503184E-07, -0.21449726910828013
DataValue, -7.96, 1000000, 1.7941E-11, 1.72283E-05, 2.2854777070063694E-07, -0.21733523885350314
