
SetupTitle, Breakdown
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, PLC
TestParameter, Measurement.Adc.HighSpeed.Coeff, 6
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Coeff, 0
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 0
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, Id_dens, Ig_dens
TestParameter, Function.User.Unit, A/mm, A/mm
TestParameter, Function.User.Definition, Id/0.06, abs(Ig)/0.06
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vd
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 6
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, Id_dens, Ig_dens, Id_dens
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 0.30000000000000004, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false, false
TestParameter, Output.List.Data, Vd, Id_dens, Ig_dens, Vg
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 08/16/2019 17:22:36
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 31
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #089_LPCVD_trigate_W200_no_pass
MetaData, TestRecord.LinkKey, 5db4096c-afc4-42c1-8366-28ffebecf247
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vd
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 540
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Id_dens, Ig_dens, Id_dens
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A/mm, A/mm, A/mm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -6.8E-10, 0, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.9E-05, 3E-09, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.0055555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 3846.0868036147067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.0055555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 3846.0868036147067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.0055555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 3846.0868036147067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.0055555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 3846.0868036147067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.0055555555555555558
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 3846.0868036147067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU7:HV, Name=Vd, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=1.5 kV, Step=4.9995 V, No. of Steps=301, Compliance=10 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:MP, Name=Vg, Source Mode=V, Source=-6 V, Compliance=10 uA	[CONSTANTS] Unit=GNDU:GND, Name=Vs, Source Mode=V, Source=0 V, Compliance=2 A
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	2	4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vd, Id_dens, Ig_dens, Vg
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A/mm, A/mm, V
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Breakdown
Dimension1, 301, 301, 301, 301, 301, 301
Dimension2, 1, 1, 1, 1, 1, 1
DataName, Vd, Vg, Id, Ig, Id_dens, Ig_dens
DataValue, 0, -6, 8.898E-12, -5.1000000000000005E-12, 1.4830000000000002E-10, 8.5000000000000017E-11
DataValue, 4.9995, -6, -1.88E-11, -6.6E-12, -3.1333333333333334E-10, 1.1000000000000001E-10
DataValue, 10.0005, -6, -2.5680000000000004E-12, -3.2E-12, -4.280000000000001E-11, 5.3333333333333337E-11
DataValue, 15, -6, -5.9010000000000008E-12, -5.1500000000000005E-12, -9.8350000000000015E-11, 8.5833333333333347E-11
DataValue, 19.9995, -6, -4.2210000000000007E-12, -1.9E-12, -7.0350000000000008E-11, 3.1666666666666667E-11
DataValue, 25.0005, -6, -1.82E-11, -4.25E-12, -3.0333333333333332E-10, 7.0833333333333334E-11
DataValue, 30, -6, 2.4670000000000003E-12, -4.7E-12, 4.1116666666666671E-11, 7.8333333333333334E-11
DataValue, 34.9995, -6, -2.0450000000000003E-12, -9.3E-12, -3.4083333333333338E-11, 1.55E-10
DataValue, 40.0005, -6, -3.6199999999999995E-11, -9.2E-12, -6.0333333333333332E-10, 1.5333333333333332E-10
DataValue, 45, -6, 1.1039000000000001E-11, -7.75E-12, 1.8398333333333337E-10, 1.2916666666666669E-10
DataValue, 49.9995, -6, -3.4020000000000002E-12, -8.95E-12, -5.6700000000000008E-11, 1.4916666666666667E-10
DataValue, 55.0005, -6, 1.1883E-11, -3.75E-12, 1.9805E-10, 6.25E-11
DataValue, 60, -6, -2.61E-11, -8.45E-12, -4.35E-10, 1.4083333333333334E-10
DataValue, 64.9995, -6, 4.7820000000000004E-12, 5.1000000000000005E-12, 7.9700000000000007E-11, 8.5000000000000017E-11
DataValue, 70.0005, -6, -8.3E-12, -1.4E-12, -1.3833333333333335E-10, 2.3333333333333337E-11
DataValue, 75, -6, 1.4769000000000002E-11, -3.7E-12, 2.4615E-10, 6.1666666666666673E-11
DataValue, 79.9995, -6, 1.6789000000000002E-11, -2.5500000000000002E-12, 2.7981666666666673E-10, 4.2500000000000008E-11
DataValue, 85.0005, -6, -3.16E-11, -2.9E-12, -5.2666666666666671E-10, 4.8333333333333341E-11
DataValue, 90, -6, 1.7236E-11, 4.55E-12, 2.8726666666666669E-10, 7.583333333333333E-11
DataValue, 94.9995, -6, 5.7900000000000006E-13, -2.95E-12, 9.6500000000000019E-12, 4.9166666666666671E-11
DataValue, 100.0005, -6, -2.5790000000000002E-12, -5.5E-12, -4.2983333333333341E-11, 9.1666666666666673E-11
DataValue, 105, -6, -4.0499999999999996E-11, -4.4E-12, -6.7499999999999994E-10, 7.3333333333333339E-11
DataValue, 109.9995, -6, 2.548E-12, -4.4E-12, 4.2466666666666671E-11, 7.3333333333333339E-11
DataValue, 115.0005, -6, -1.2999999999999999E-11, -9E-12, -2.1666666666666664E-10, 1.5E-10
DataValue, 120, -6, 4.6840000000000006E-12, -3.25E-12, 7.8066666666666676E-11, 5.4166666666666667E-11
DataValue, 124.9995, -6, 6.9100000000000008E-13, -6E-12, 1.1516666666666669E-11, 1E-10
DataValue, 130.00050000000002, -6, 6.2400000000000007E-13, 0, 1.0400000000000001E-11, 0
DataValue, 135, -6, 1.6890000000000002E-12, -7.65E-12, 2.8150000000000004E-11, 1.2750000000000003E-10
DataValue, 139.9995, -6, 5.0290000000000005E-12, -4.4E-12, 8.3816666666666682E-11, 7.3333333333333339E-11
DataValue, 145.00050000000002, -6, 4.3400000000000005E-12, -6.4E-12, 7.2333333333333342E-11, 1.0666666666666667E-10
DataValue, 150, -6, 7.086E-12, -1.215E-11, 1.181E-10, 2.025E-10
DataValue, 154.9995, -6, -2.9099999999999998E-11, -9.6000000000000011E-12, -4.85E-10, 1.6000000000000002E-10
DataValue, 160.00050000000002, -6, 1.6632000000000003E-11, -3.9E-12, 2.7720000000000004E-10, 6.5E-11
DataValue, 165, -6, 6.6780000000000004E-12, -1.21E-11, 1.113E-10, 2.0166666666666669E-10
DataValue, 169.9995, -6, 2.0041E-11, -1.3750000000000001E-11, 3.3401666666666671E-10, 2.291666666666667E-10
DataValue, 175.00050000000002, -6, 8.4190000000000012E-12, -9.2E-12, 1.4031666666666669E-10, 1.5333333333333332E-10
DataValue, 180, -6, 9.1320000000000011E-12, -1.575E-11, 1.5220000000000003E-10, 2.625E-10
DataValue, 184.9995, -6, 1.0185000000000002E-11, -9E-12, 1.6975000000000003E-10, 1.5E-10
DataValue, 190.00050000000002, -6, 8.964000000000001E-12, -1.67E-11, 1.4940000000000002E-10, 2.7833333333333335E-10
DataValue, 195, -6, -1.9899999999999997E-11, -1.28E-11, -3.3166666666666661E-10, 2.1333333333333335E-10
DataValue, 199.9995, -6, 1.6018000000000002E-11, -5.2500000000000004E-12, 2.6696666666666672E-10, 8.7500000000000008E-11
DataValue, 205.00050000000002, -6, 2.8293000000000003E-11, -1.7650000000000002E-11, 4.7155000000000009E-10, 2.9416666666666668E-10
DataValue, 210, -6, 1.4506000000000001E-11, -1.83E-11, 2.4176666666666669E-10, 3.0500000000000003E-10
DataValue, 214.9995, -6, 1.8634E-11, -9E-12, 3.105666666666667E-10, 1.5E-10
DataValue, 220.00050000000002, -6, -1.1999999999999999E-11, -1.0000000000000001E-11, -1.9999999999999998E-10, 1.6666666666666669E-10
DataValue, 225, -6, 2.2472000000000002E-11, -1.75E-11, 3.7453333333333339E-10, 2.9166666666666669E-10
DataValue, 229.9995, -6, 3.7373E-11, -2.3950000000000002E-11, 6.2288333333333342E-10, 3.9916666666666674E-10
DataValue, 235.00050000000002, -6, 2.4302E-11, -1.585E-11, 4.0503333333333334E-10, 2.6416666666666663E-10
DataValue, 240, -6, 4.425E-11, -1.635E-11, 7.3750000000000009E-10, 2.7250000000000004E-10
DataValue, 244.9995, -6, 3.8692E-11, -2.575E-11, 6.4486666666666667E-10, 4.2916666666666668E-10
DataValue, 250.00050000000002, -6, 8.904600000000001E-11, -2.4150000000000002E-11, 1.4841000000000003E-09, 4.0250000000000006E-10
DataValue, 255, -6, 1.70033E-10, -1.55E-11, 2.8338833333333334E-09, 2.5833333333333337E-10
DataValue, 259.9995, -6, 1.9619999999999998E-10, -1.73E-11, 3.2699999999999997E-09, 2.8833333333333337E-10
DataValue, 265.0005, -6, 2.35109E-10, -2.095E-11, 3.918483333333334E-09, 3.4916666666666665E-10
DataValue, 270, -6, 4.1150300000000005E-10, -2.555E-11, 6.8583833333333346E-09, 4.2583333333333336E-10
DataValue, 274.9995, -6, 4.70203E-10, -3.38E-11, 7.8367166666666677E-09, 5.6333333333333335E-10
DataValue, 280.0005, -6, 4.1326600000000003E-10, -2.965E-11, 6.8877666666666672E-09, 4.9416666666666677E-10
DataValue, 285, -6, 3.9691900000000005E-10, -3.245E-11, 6.6153166666666678E-09, 5.4083333333333338E-10
DataValue, 289.9995, -6, 4.41143E-10, -3.295E-11, 7.3523833333333339E-09, 5.4916666666666668E-10
DataValue, 295.0005, -6, 6.2777E-10, -3.005E-11, 1.0462833333333333E-08, 5.0083333333333341E-10
DataValue, 300, -6, 6.5292E-10, -2.94E-11, 1.0882E-08, 4.9000000000000007E-10
DataValue, 304.9995, -6, 5.605E-10, -3.085E-11, 9.3416666666666659E-09, 5.141666666666667E-10
DataValue, 310.0005, -6, 6.2127E-10, -3.1550000000000003E-11, 1.03545E-08, 5.2583333333333343E-10
DataValue, 315, -6, 6.3325E-10, -3.32E-11, 1.0554166666666666E-08, 5.5333333333333339E-10
DataValue, 319.9995, -6, 5.79E-10, -3.435E-11, 9.65E-09, 5.725E-10
DataValue, 325.0005, -6, 6.3412E-10, -3.27E-11, 1.0568666666666666E-08, 5.4500000000000008E-10
DataValue, 330, -6, 6.2813E-10, -3.345E-11, 1.0468833333333333E-08, 5.575E-10
DataValue, 334.9995, -6, 5.9879999999999994E-10, -3.23E-11, 9.979999999999999E-09, 5.3833333333333334E-10
DataValue, 340.0005, -6, 6.4506E-10, -3.295E-11, 1.0751000000000001E-08, 5.4916666666666668E-10
DataValue, 345, -6, 6.7252E-10, -2.735E-11, 1.1208666666666667E-08, 4.5583333333333336E-10
DataValue, 349.9995, -6, 7.4785E-10, -3.32E-11, 1.2464166666666666E-08, 5.5333333333333339E-10
DataValue, 355.0005, -6, 8.1619E-10, -3.365E-11, 1.3603166666666666E-08, 5.6083333333333341E-10
DataValue, 360, -6, 8.5395E-10, -3.32E-11, 1.4232500000000002E-08, 5.5333333333333339E-10
DataValue, 364.9995, -6, 8.7575E-10, -3.385E-11, 1.4595833333333334E-08, 5.6416666666666663E-10
DataValue, 370.0005, -6, 8.7279999999999992E-10, -3.81E-11, 1.4546666666666665E-08, 6.3500000000000008E-10
DataValue, 375, -6, 8.5412E-10, -3.6250000000000004E-11, 1.4235333333333334E-08, 6.041666666666668E-10
