
SetupTitle, Transfer
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 3
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 2
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, Id_density, Ig_density, gm_density
TestParameter, Function.User.Unit, A/mm, A/mm, S/mm
TestParameter, Function.User.Definition, Id/0.06, abs(Ig)/0.06, diff(Id_density,Vg)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -6
TestParameter, Output.Graph.XAxis.Right, 6
TestParameter, Output.Graph.YAxis.Data, Id_density, Ig_density, Id_density, gm_density
TestParameter, Output.Graph.YAxis.Scale, Log, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , , 
TestParameter, Output.List.Data, Vg, Id_density, Ig_density, Id, Vd, gm_density
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/14/2018 13:26:12
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #144_Noff_trigate_W15_S50_L700_1qb_2_transfer
MetaData, TestRecord.LinkKey, 5d201f9b-838b-4d48-be54-0322d19a6d76
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2.9
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Id_density, Ig_density, Id_density, gm_density
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A/mm, A/mm, A/mm, S/mm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-14, 1.4E-11, -1.4E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1, 1E-08, 0.37, 0.23
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.63291139240506322
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.63291139240506322
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.63291139240506322
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.63291139240506322
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.63291139240506322
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vg: [ -5 , 3 ] V / 201; Ig: 10 mA	Vd: 5 V; Id: 100 mA	Vs: COMMON
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Id_density, Ig_density, Id, Vd, gm_density
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A/mm, A/mm, A, V, S/mm
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer
Dimension1, 201, 201, 201, 201, 201, 201, 201
Dimension2, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Id, Ig, Id_density, Ig_density, gm_density
DataValue, -5, 5, 9.64E-12, -8.2150000000000008E-12, 1.6066666666666668E-10, 1.3691666666666669E-10, -1.3666666666666657E-09
DataValue, -4.96, 5, 6.36E-12, -6.7930000000000006E-12, 1.0600000000000001E-10, 1.1321666666666668E-10, -8.5833333333333264E-10
DataValue, -4.92, 5, 5.52E-12, -6.0600000000000004E-12, 9.2E-11, 1.0100000000000001E-10, -2.8541666666666638E-10
DataValue, -4.88, 5, 4.99E-12, -5.5260000000000005E-12, 8.3166666666666677E-11, 9.210000000000001E-11, -2.1874999999999987E-10
DataValue, -4.84, 5, 4.47E-12, -5.2260000000000006E-12, 7.45E-11, 8.7100000000000015E-11, -1.2916666666666658E-10
DataValue, -4.8, 5, 4.37E-12, -4.794E-12, 7.283333333333334E-11, 7.99E-11, -6.666666666666654E-11
DataValue, -4.76, 5, 4.15E-12, -4.259E-12, 6.9166666666666673E-11, 7.0983333333333342E-11, -1.2916666666666658E-10
DataValue, -4.72, 5, 3.75E-12, -4.265E-12, 6.25E-11, 7.1083333333333333E-11, -1.8958333333333325E-10
DataValue, -4.68, 5, 3.24E-12, -4.002E-12, 5.4E-11, 6.67E-11, -9.5833333333333326E-11
DataValue, -4.64, 5, 3.29E-12, -3.799E-12, 5.4833333333333331E-11, 6.3316666666666675E-11, 2.29166666666669E-11
DataValue, -4.6000000000000005, 5, 3.35E-12, -3.776E-12, 5.5833333333333334E-11, 6.2933333333333341E-11, -4.5833333333333724E-11
DataValue, -4.5600000000000005, 5, 3.07E-12, -3.5610000000000003E-12, 5.1166666666666671E-11, 5.9350000000000007E-11, -6.4583333333333291E-11
DataValue, -4.5200000000000005, 5, 3.04E-12, -3.38E-12, 5.0666666666666666E-11, 5.6333333333333339E-11, -5.4166666666666673E-11
DataValue, -4.48, 5, 2.81E-12, -3.2780000000000004E-12, 4.6833333333333333E-11, 5.4633333333333341E-11, -3.9583333333333242E-11
DataValue, -4.44, 5, 2.85E-12, -3.2270000000000003E-12, 4.7500000000000004E-11, 5.3783333333333339E-11, -1.8749999999999919E-11
DataValue, -4.4, 5, 2.72E-12, -3.004E-12, 4.5333333333333338E-11, 5.006666666666667E-11, -3.3333333333333347E-11
DataValue, -4.36, 5, 2.69E-12, -3.0360000000000004E-12, 4.4833333333333334E-11, 5.0600000000000011E-11, 6.2499999999999728E-12
DataValue, -4.32, 5, 2.75E-12, -2.9970000000000003E-12, 4.5833333333333337E-11, 4.9950000000000006E-11, 4.1666666666666482E-12
DataValue, -4.28, 5, 2.71E-12, -2.821E-12, 4.5166666666666666E-11, 4.7016666666666671E-11, -3.1250000000000028E-11
DataValue, -4.24, 5, 2.6E-12, -2.699E-12, 4.3333333333333332E-11, 4.4983333333333334E-11, -4.5833333333333214E-11
DataValue, -4.2, 5, 2.49E-12, -2.6260000000000003E-12, 4.1500000000000005E-11, 4.3766666666666676E-11, -6.8749999999999944E-11
DataValue, -4.16, 5, 2.27E-12, -2.64E-12, 3.7833333333333332E-11, 4.4E-11, -5.0000000000000028E-11
DataValue, -4.12, 5, 2.25E-12, -2.5920000000000003E-12, 3.75E-11, 4.3200000000000003E-11, 1.875E-11
DataValue, -4.08, 5, 2.36E-12, -2.3630000000000003E-12, 3.9333333333333333E-11, 3.9383333333333342E-11, -8.3333333333332965E-12
DataValue, -4.04, 5, 2.21E-12, -2.549E-12, 3.6833333333333335E-11, 4.2483333333333337E-11, -8.3333333333333773E-12
DataValue, -4, 5, 2.32E-12, -2.439E-12, 3.8666666666666662E-11, 4.065E-11, 2.0833333333333323E-11
DataValue, -3.96, 5, 2.31E-12, -2.197E-12, 3.85E-11, 3.6616666666666667E-11, -3.7499999999999838E-11
DataValue, -3.92, 5, 2.14E-12, -2.3120000000000002E-12, 3.5666666666666673E-11, 3.853333333333334E-11, -2.0833333333333323E-11
DataValue, -3.88, 5, 2.21E-12, -2.206E-12, 3.6833333333333335E-11, 3.6766666666666668E-11, 4.1666666666666482E-12
DataValue, -3.84, 5, 2.16E-12, -2.1450000000000003E-12, 3.6000000000000005E-11, 3.5750000000000006E-11, -5.0000000000000306E-11
DataValue, -3.8000000000000003, 5, 1.97E-12, -2.1490000000000002E-12, 3.283333333333333E-11, 3.5816666666666674E-11, -6.2500000000000883E-12
DataValue, -3.7600000000000002, 5, 2.13E-12, -2.0660000000000003E-12, 3.55E-11, 3.4433333333333342E-11, 2.5000000000000053E-11
DataValue, -3.72, 5, 2.09E-12, -2.042E-12, 3.4833333333333336E-11, 3.4033333333333336E-11, -3.9583333333333326E-11
DataValue, -3.68, 5, 1.94E-12, -2.0110000000000002E-12, 3.2333333333333332E-11, 3.3516666666666672E-11, -3.333333333333327E-11
DataValue, -3.64, 5, 1.93E-12, -1.9780000000000003E-12, 3.2166666666666672E-11, 3.2966666666666672E-11, 1.0416666666666621E-11
DataValue, -3.6, 5, 1.99E-12, -1.9370000000000003E-12, 3.3166666666666662E-11, 3.2283333333333342E-11, -2.5000000000000053E-11
DataValue, -3.56, 5, 1.81E-12, -1.904E-12, 3.0166666666666666E-11, 3.1733333333333335E-11, -4.1666666666666568E-11
DataValue, -3.52, 5, 1.79E-12, -1.694E-12, 2.9833333333333334E-11, 2.8233333333333334E-11, -2.4999999999999933E-11
DataValue, -3.48, 5, 1.69E-12, -1.881E-12, 2.816666666666667E-11, 3.1350000000000007E-11, 1.875E-11
DataValue, -3.44, 5, 1.88E-12, -1.7230000000000002E-12, 3.1333333333333335E-11, 2.871666666666667E-11, 6.2499999999999728E-12
DataValue, -3.4, 5, 1.72E-12, -1.7390000000000002E-12, 2.8666666666666668E-11, 2.8983333333333338E-11, -1.4583333333333351E-11
DataValue, -3.36, 5, 1.81E-12, -1.7980000000000002E-12, 3.0166666666666666E-11, 2.9966666666666669E-11, 2.08333333333334E-11
DataValue, -3.3200000000000003, 5, 1.82E-12, -1.7540000000000002E-12, 3.0333333333333332E-11, 2.9233333333333337E-11, 0
DataValue, -3.2800000000000002, 5, 1.81E-12, -1.692E-12, 3.0166666666666666E-11, 2.8200000000000003E-11, -2.4999999999999933E-11
DataValue, -3.24, 5, 1.7E-12, -1.719E-12, 2.8333333333333336E-11, 2.8650000000000003E-11, -2.4999999999999933E-11
DataValue, -3.2, 5, 1.69E-12, -1.5820000000000001E-12, 2.816666666666667E-11, 2.636666666666667E-11, 4.1666666666666482E-12
DataValue, -3.16, 5, 1.72E-12, -1.6560000000000002E-12, 2.8666666666666668E-11, 2.7600000000000004E-11, -6.2500000000000132E-12
DataValue, -3.12, 5, 1.66E-12, -1.5550000000000001E-12, 2.7666666666666668E-11, 2.5916666666666671E-11, -4.9999999999999982E-11
DataValue, -3.08, 5, 1.48E-12, -1.623E-12, 2.4666666666666665E-11, 2.7050000000000003E-11, 0
DataValue, -3.04, 5, 1.66E-12, -1.573E-12, 2.7666666666666668E-11, 2.6216666666666669E-11, 4.9999999999999982E-11
DataValue, -3, 5, 1.72E-12, -1.483E-12, 2.8666666666666668E-11, 2.4716666666666668E-11, 1.4583333333333309E-11
DataValue, -2.96, 5, 1.7299999999999999E-12, -1.5360000000000001E-12, 2.8833333333333334E-11, 2.5600000000000004E-11, -2.0833333333333241E-12
DataValue, -2.92, 5, 1.71E-12, -1.462E-12, 2.8500000000000002E-11, 2.4366666666666667E-11, -3.1249999999999983E-11
DataValue, -2.88, 5, 1.58E-12, -1.433E-12, 2.6333333333333333E-11, 2.3883333333333334E-11, -2.9166666666666663E-11
DataValue, -2.84, 5, 1.57E-12, -1.326E-12, 2.6166666666666667E-11, 2.21E-11, 2.2916666666666817E-11
DataValue, -2.8000000000000003, 5, 1.69E-12, -1.349E-12, 2.816666666666667E-11, 2.2483333333333335E-11, -1.041666666666672E-11
DataValue, -2.7600000000000002, 5, 1.52E-12, -1.3510000000000002E-12, 2.5333333333333333E-11, 2.2516666666666672E-11, -8.3333333333333369E-12
DataValue, -2.72, 5, 1.65E-12, -1.3130000000000002E-12, 2.7500000000000002E-11, 2.1883333333333338E-11, 1.875E-11
DataValue, -2.68, 5, 1.61E-12, -1.253E-12, 2.6833333333333334E-11, 2.0883333333333335E-11, -2.0833333333333323E-11
DataValue, -2.64, 5, 1.55E-12, -1.3320000000000002E-12, 2.5833333333333335E-11, 2.2200000000000005E-11, -2.0833333333333241E-12
DataValue, -2.6, 5, 1.6E-12, -1.2040000000000001E-12, 2.6666666666666668E-11, 2.006666666666667E-11, 6.2499999999999728E-12
DataValue, -2.56, 5, 1.58E-12, -1.2460000000000001E-12, 2.6333333333333333E-11, 2.0766666666666671E-11, -1.0416666666666661E-11
DataValue, -2.52, 5, 1.55E-12, -1.168E-12, 2.5833333333333335E-11, 1.946666666666667E-11, -3.7499999999999916E-11
DataValue, -2.48, 5, 1.4E-12, -1.134E-12, 2.3333333333333337E-11, 1.89E-11, -1.875E-11
DataValue, -2.44, 5, 1.46E-12, -1.139E-12, 2.4333333333333333E-11, 1.8983333333333337E-11, -4.1666666666666886E-12
DataValue, -2.4, 5, 1.38E-12, -1.1730000000000002E-12, 2.3E-11, 1.9550000000000003E-11, -4.1666666666666482E-12
DataValue, -2.36, 5, 1.44E-12, -1.047E-12, 2.4E-11, 1.7450000000000002E-11, -8.3333333333333369E-12
DataValue, -2.32, 5, 1.34E-12, -1.074E-12, 2.2333333333333334E-11, 1.79E-11, -8.3333333333333433E-12
DataValue, -2.2800000000000002, 5, 1.4E-12, -1.1330000000000001E-12, 2.3333333333333337E-11, 1.8883333333333335E-11, 4.1666666666667121E-12
DataValue, -2.24, 5, 1.36E-12, -9.67E-13, 2.2666666666666669E-11, 1.6116666666666667E-11, 2.4999999999999933E-11
DataValue, -2.2, 5, 1.52E-12, -1.0180000000000001E-12, 2.5333333333333333E-11, 1.6966666666666669E-11, 2.0833333333333241E-12
DataValue, -2.16, 5, 1.37E-12, -9.63E-13, 2.2833333333333335E-11, 1.6050000000000002E-11, -3.1249999999999944E-11
DataValue, -2.12, 5, 1.37E-12, -1.021E-12, 2.2833333333333335E-11, 1.7016666666666668E-11, -8.3333333333333369E-12
DataValue, -2.08, 5, 1.33E-12, -9.77E-13, 2.2166666666666668E-11, 1.6283333333333333E-11, -1.4583333333333351E-11
DataValue, -2.04, 5, 1.3E-12, -8.8200000000000008E-13, 2.1666666666666666E-11, 1.47E-11, -4.1666666666666482E-12
DataValue, -2, 5, 1.31E-12, -9.29E-13, 2.1833333333333335E-11, 1.5483333333333333E-11, -2.2916666666666649E-11
DataValue, -1.96, 5, 1.19E-12, -8.4100000000000005E-13, 1.9833333333333333E-11, 1.4016666666666669E-11, -1.875E-11
DataValue, -1.92, 5, 1.22E-12, -7.9200000000000006E-13, 2.0333333333333334E-11, 1.3200000000000002E-11, 2.291666666666671E-11
DataValue, -1.8800000000000001, 5, 1.3E-12, -8.95E-13, 2.1666666666666666E-11, 1.4916666666666667E-11, 4.16666666666666E-12
DataValue, -1.84, 5, 1.24E-12, -8.5600000000000009E-13, 2.0666666666666666E-11, 1.4266666666666669E-11, 0
DataValue, -1.8, 5, 1.3E-12, -8.1100000000000008E-13, 2.1666666666666666E-11, 1.3516666666666669E-11, 8.3333333333333369E-12
DataValue, -1.76, 5, 1.28E-12, -8.19E-13, 2.1333333333333334E-11, 1.3650000000000001E-11, 4.1666666666666886E-12
DataValue, -1.72, 5, 1.32E-12, -7.110000000000001E-13, 2.2E-11, 1.1850000000000001E-11, -1.2499999999999986E-11
