
SetupTitle, HEMT_transfer
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, PLC
TestParameter, Measurement.Adc.HighSpeed.Coeff, 2
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 2
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, Id_dens, Ig_dens, gm
TestParameter, Function.User.Unit, A/mm, A/mm, S/mm
TestParameter, Function.User.Definition, Id/0.06, abs(Ig)/0.06, diff(Id_dens,Vg)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, Id_dens, Id_dens, gm, Ig_dens
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false, false, false
TestParameter, Output.List.Data, Vg, Id_dens, Ig_dens, Vd, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 08/14/2019 13:50:45
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, #
MetaData, TestRecord.Remarks, #188_F_implant_5nm_cap_die2_r4c3_W150_S70
MetaData, TestRecord.LinkKey, 17985dca-4842-45e2-8e82-3e3bfdb814ed
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4.8000000000000007
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Id_dens, Id_dens, gm, Ig_dens
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A/mm, A/mm, S/mm, A/mm
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12, 5.3E-12, -1.8E-10, 1E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1, 0.47, 0.21, 1E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 80
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.91836734693877542
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.91836734693877542
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.91836734693877542
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.91836734693877542
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.91836734693877542
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:MC, Name=Vg, Direction=Single, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=50 mV, No. of Steps=201, Compliance=1 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:MP, Name=Vd, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=GNDU:GND, Name=Vs, Source Mode=V, Source=0 V, Compliance=2 A
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Id_dens, Ig_dens, Vd, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A/mm, A/mm, V, S/mm
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, HEMT_transfer
Dimension1, 201, 201, 201, 201, 201, 201, 201
Dimension2, 1, 1, 1, 1, 1, 1, 1
DataName, Vd, Id, Ig, Vg, Id_dens, Ig_dens, gm
DataValue, 5, 2.1460000000000003E-12, -1.4E-10, -5, 3.5766666666666671E-11, 2.3333333333333335E-09, -1.7433333333333397E-10
DataValue, 5, 1.623E-12, -1.0000000000000002E-10, -4.95, 2.7050000000000003E-11, 1.6666666666666669E-09, -1.395000000000005E-10
DataValue, 5, 1.3090000000000002E-12, -9.0000000000000012E-11, -4.9, 2.181666666666667E-11, 1.5000000000000002E-09, -5.6833333333333518E-11
DataValue, 5, 1.2820000000000002E-12, -1.0000000000000002E-10, -4.8500000000000005, 2.1366666666666671E-11, 1.6666666666666669E-09, -4.6166666666666837E-11
DataValue, 5, 1.032E-12, -9.0000000000000012E-11, -4.8000000000000007, 1.7200000000000003E-11, 1.5000000000000002E-09, -3.6166666666666516E-11
DataValue, 5, 1.065E-12, -1.0000000000000002E-10, -4.75, 1.775E-11, 1.6666666666666669E-09, -1.2166666666666618E-11
DataValue, 5, 9.59E-13, -9.0000000000000012E-11, -4.7, 1.5983333333333334E-11, 1.5000000000000002E-09, -3.50000000000001E-11
DataValue, 5, 8.5500000000000009E-13, -9.0000000000000012E-11, -4.65, 1.4250000000000003E-11, 1.5000000000000002E-09, -4.3333333333333208E-12
DataValue, 5, 9.3300000000000016E-13, -9.0000000000000012E-11, -4.6000000000000005, 1.5550000000000004E-11, 1.5000000000000002E-09, -3.6666666666666895E-12
DataValue, 5, 8.3300000000000009E-13, -9.0000000000000012E-11, -4.5500000000000007, 1.3883333333333335E-11, 1.5000000000000002E-09, -3.0999999999999861E-11
DataValue, 5, 7.47E-13, -1.0000000000000002E-10, -4.5, 1.2450000000000001E-11, 1.6666666666666669E-09, -3.6666666666666411E-12
DataValue, 5, 8.1100000000000008E-13, -9.0000000000000012E-11, -4.45, 1.3516666666666669E-11, 1.5000000000000002E-09, -1.3333333333333367E-11
DataValue, 5, 6.6700000000000009E-13, -9.0000000000000012E-11, -4.4, 1.1116666666666669E-11, 1.5000000000000002E-09, -1.3833333333333392E-11
DataValue, 5, 7.28E-13, -8.0000000000000008E-11, -4.3500000000000005, 1.2133333333333334E-11, 1.3333333333333335E-09, -1.3333333333333592E-12
DataValue, 5, 6.59E-13, -8.0000000000000008E-11, -4.3000000000000007, 1.0983333333333334E-11, 1.3333333333333335E-09, -3.8333333333333096E-12
DataValue, 5, 7.05E-13, -8.0000000000000008E-11, -4.25, 1.1750000000000001E-11, 1.3333333333333335E-09, 2.1666666666666572E-12
DataValue, 5, 6.7200000000000006E-13, -8.0000000000000008E-11, -4.2, 1.12E-11, 1.3333333333333335E-09, -5.0000000000000167E-12
DataValue, 5, 6.7500000000000005E-13, -8.0000000000000008E-11, -4.15, 1.1250000000000002E-11, 1.3333333333333335E-09, -6.33333333333336E-12
DataValue, 5, 6.34E-13, -8.0000000000000008E-11, -4.1000000000000005, 1.0566666666666667E-11, 1.3333333333333335E-09, -8.0000000000000273E-12
DataValue, 5, 6.2700000000000005E-13, -9.0000000000000012E-11, -4.0500000000000007, 1.0450000000000002E-11, 1.5000000000000002E-09, -1.3999999999999906E-11
DataValue, 5, 5.5000000000000008E-13, -8.0000000000000008E-11, -4, 9.1666666666666689E-12, 1.3333333333333335E-09, -1.3166666666666597E-11
DataValue, 5, 5.4800000000000009E-13, -8.0000000000000008E-11, -3.95, 9.1333333333333351E-12, 1.3333333333333335E-09, -1.6666666666666829E-12
DataValue, 5, 5.4E-13, -9.0000000000000012E-11, -3.9000000000000004, 9.0000000000000012E-12, 1.5000000000000002E-09, 3.8333333333333435E-12
DataValue, 5, 5.7100000000000009E-13, -8.0000000000000008E-11, -3.8500000000000005, 9.5166666666666681E-12, 1.3333333333333335E-09, 7.8333333333333224E-12
DataValue, 5, 5.87E-13, -8.0000000000000008E-11, -3.8000000000000003, 9.7833333333333341E-12, 1.3333333333333335E-09, -3.6666666666666572E-12
DataValue, 5, 5.4900000000000008E-13, -8.0000000000000008E-11, -3.7500000000000004, 9.150000000000002E-12, 1.3333333333333335E-09, 1.2333333333333325E-11
DataValue, 5, 6.61E-13, -8.0000000000000008E-11, -3.7, 1.1016666666666668E-11, 1.3333333333333335E-09, -5.000000000000011E-12
DataValue, 5, 5.19E-13, -8.0000000000000008E-11, -3.6500000000000004, 8.65E-12, 1.3333333333333335E-09, -2.9499999999999976E-11
DataValue, 5, 4.8400000000000006E-13, -8.0000000000000008E-11, -3.6, 8.0666666666666676E-12, 1.3333333333333335E-09, -3.9999999999999959E-12
DataValue, 5, 4.95E-13, -8.0000000000000008E-11, -3.5500000000000003, 8.25E-12, 1.3333333333333335E-09, 1.4833333333333395E-11
DataValue, 5, 5.7300000000000008E-13, -8.0000000000000008E-11, -3.5000000000000004, 9.5500000000000019E-12, 1.3333333333333335E-09, 7.5E-12
DataValue, 5, 5.4E-13, -8.0000000000000008E-11, -3.45, 9.0000000000000012E-12, 1.3333333333333335E-09, -1.8499999999999988E-11
DataValue, 5, 4.6200000000000005E-13, -8.0000000000000008E-11, -3.4000000000000004, 7.7000000000000015E-12, 1.3333333333333335E-09, 4.1666666666666644E-12
DataValue, 5, 5.65E-13, -9.0000000000000012E-11, -3.35, 9.4166666666666681E-12, 1.5000000000000002E-09, 9.1666666666666431E-12
DataValue, 5, 5.17E-13, -9.0000000000000012E-11, -3.3000000000000003, 8.6166666666666666E-12, 1.5000000000000002E-09, -9.833333333333364E-12
DataValue, 5, 5.0600000000000007E-13, -8.0000000000000008E-11, -3.2500000000000004, 8.4333333333333352E-12, 1.3333333333333335E-09, 5.0000000000000756E-13
DataValue, 5, 5.2E-13, -8.0000000000000008E-11, -3.2, 8.6666666666666674E-12, 1.3333333333333335E-09, -5.000000000000011E-12
DataValue, 5, 4.76E-13, -9.0000000000000012E-11, -3.1500000000000004, 7.9333333333333337E-12, 1.5000000000000002E-09, -1.1999999999999986E-11
DataValue, 5, 4.48E-13, -8.0000000000000008E-11, -3.1, 7.4666666666666677E-12, 1.3333333333333335E-09, 1.5000000000000063E-12
DataValue, 5, 4.8500000000000005E-13, -8.0000000000000008E-11, -3.0500000000000003, 8.0833333333333345E-12, 1.3333333333333335E-09, 2.0000000000000068E-12
DataValue, 5, 4.6000000000000006E-13, -9.0000000000000012E-11, -3.0000000000000004, 7.6666666666666677E-12, 1.5000000000000002E-09, -9.49999999999999E-12
DataValue, 5, 4.2800000000000004E-13, -8.0000000000000008E-11, -2.95, 7.1333333333333347E-12, 1.3333333333333335E-09, 4.8333333333333255E-12
DataValue, 5, 4.89E-13, -8.0000000000000008E-11, -2.9000000000000004, 8.15E-12, 1.3333333333333335E-09, -1.8333333333333367E-12
DataValue, 5, 4.1700000000000004E-13, -9.0000000000000012E-11, -2.85, 6.9500000000000009E-12, 1.5000000000000002E-09, -3.3333333333332219E-13
DataValue, 5, 4.87E-13, -9.0000000000000012E-11, -2.8000000000000003, 8.1166666666666684E-12, 1.5000000000000002E-09, 2.3333333333333418E-11
DataValue, 5, 5.57E-13, -9.0000000000000012E-11, -2.7500000000000004, 9.2833333333333342E-12, 1.5000000000000002E-09, -5.3333333333333327E-12
DataValue, 5, 4.5500000000000008E-13, -8.0000000000000008E-11, -2.7, 7.5833333333333346E-12, 1.3333333333333335E-09, -1.1166666666666657E-11
DataValue, 5, 4.9E-13, -8.0000000000000008E-11, -2.6500000000000004, 8.1666666666666675E-12, 1.3333333333333335E-09, -6.3333333333333317E-12
DataValue, 5, 4.1700000000000004E-13, -9.0000000000000012E-11, -2.6, 6.9500000000000009E-12, 1.5000000000000002E-09, -1.9499999999999988E-11
DataValue, 5, 3.7300000000000003E-13, -8.0000000000000008E-11, -2.5500000000000003, 6.2166666666666672E-12, 1.3333333333333335E-09, -4.499999999999995E-12
DataValue, 5, 3.9000000000000005E-13, -8.0000000000000008E-11, -2.5, 6.500000000000001E-12, 1.3333333333333335E-09, 1.2666666666666663E-11
DataValue, 5, 4.4900000000000006E-13, -8.0000000000000008E-11, -2.45, 7.4833333333333346E-12, 1.3333333333333335E-09, 2.83333333333334E-12
DataValue, 5, 4.0700000000000003E-13, -9.0000000000000012E-11, -2.4000000000000004, 6.783333333333334E-12, 1.5000000000000002E-09, -5.1666666666666634E-12
DataValue, 5, 4.1800000000000004E-13, -8.0000000000000008E-11, -2.35, 6.9666666666666678E-12, 1.3333333333333335E-09, 4.8333333333333255E-12
DataValue, 5, 4.36E-13, -9.0000000000000012E-11, -2.3000000000000003, 7.2666666666666669E-12, 1.5000000000000002E-09, -8.6666666666666674E-12
DataValue, 5, 3.66E-13, -8.0000000000000008E-11, -2.25, 6.1E-12, 1.3333333333333335E-09, -8.3333333333332975E-13
